clean_comment;v1;v2;v3;v4;v5;v6;label
currently contained panel all borders;-1.3916065;-12.707641;7.142885;1.1286962;1.8394936;0.43884572;-
give prompt a foreground color like the original;0.27698222;2.5319777;0.31879446;1.7331492;-0.82082367;5.790609;CODE
text field but with half transparency;0.33326307;-2.553949;-0.9077363;-0.18590559;0.5585027;0.4967976;META
mimic properties of given text field;3.2274358;5.283762;-4.5997105;6.9130287;2.7868702;-0.69744325;-
add handler to hide prompt when text is entered;-1.7933366;7.316181;-1.4430991;1.0852007;-0.14213048;-3.7364352;TASK
add prompt to text field;10.373527;10.8939705;-9.904818;5.160717;-4.6515484;-1.656219;TASK
get tool tip text for primary controls;-1.2475537;0.98192745;-3.7587972;6.3222804;0.45722288;-1.2586724;CODE
initialize controls;7.9260254;-3.3770137;-5.526409;3.5861623;4.5926623;-5.7751327;IRRE
we have an empty choice and one account;2.9906967;3.5124607;6.5504174;-6.269744;-1.260163;2.3590524;CODE
all items are now instantiated and could safely load the skin;-3.6872642;10.259277;1.4825352;1.8697884;5.092914;-1.6461068;CODE
disable the add button so that it would be clear for the user that;-2.4551716;8.625783;3.2474163;0.31580952;-2.0568495;3.7836795;CODE
they need to choose an account and enter a contact id first;-1.7449154;4.0386877;6.3870287;-3.4076977;0.43434212;0.7814454;TASK
let s check whether we can edit something;3.9564004;10.365339;3.0322037;-6.2124233;-4.652307;-3.9058688;CODE
if we have only select account option and only one account;-4.8978486;-4.710391;9.67393;-1.0905623;-5.1823997;0.6376108;CODE
select the available account;14.239268;-1.8021338;2.915693;6.1909;-2.227111;8.768269;CODE
nothing to do if the contact list is empty;5.8336444;15.745363;-5.7096567;-2.3589358;-7.1608973;4.57413;TASK
nothing to do if the contact list is empty;5.8336444;15.745363;-5.7096567;-2.3589358;-7.1608973;4.57413;TASK
check if there s any selected contact node and get its name;-1.5623616;4.1947703;5.0176644;-1.4276596;-2.7469828;0.63249505;IRRE
the search starts from the beginning if;2.5327208;6.8321733;-0.2014365;2.4216115;1.7497973;7.8549933;CODE
1 the newly entered character is different from the last one;-1.706641;6.733902;2.9918005;0.75051594;1.5827345;7.6356573;CODE
2 the currently selected contact starts with a different letter;-0.34139472;5.0052605;1.8073989;0.8012159;0.56707776;7.1593323;CODE
first add all notifications;2.8091788;-4.943165;7.152537;-2.3404164;0.94955826;-0.30148807;TASK
then add call history contact source;-1.2283725;-7.6405454;7.319274;1.5067159;-2.6581082;-2.501292;TASK
we re in a case of call history contact source;-3.141431;-4.2346888;10.788549;-5.0857606;0.17193624;-1.2297577;IRRE
closes this filter to indicate that we finished adding queries to it;-4.1436462;8.735396;4.2507043;-0.5800224;4.809082;-4.1681623;TASK
count the group itself;3.7463336;1.5249957;0.36938488;-0.19678502;0.19706555;2.6634068;CODE
count the group itself only if it contains any online contacts;-5.2241335;4.053094;5.284951;-0.1445825;1.2601606;1.9027094;CODE
if offline contacts are shown we just count the closed group;-5.75614;7.63944;1.0034993;-1.7588248;2.5540187;-0.4453735;CODE
count the closed group;4.3038383;-1.880697;0.4234909;3.4383717;1.8277446;4.692299;CODE
if offline contacts are not shown we ll count the group;-3.2686436;7.142127;3.6347153;-2.4133186;0.9162202;0.75283074;-
only if it contains online contacts;0.5872772;-3.7805486;6.5930233;-1.6532404;0.38337085;0.88507724;-
the current index is the index of the group so if this is the;-1.16974;5.774553;6.6626024;3.1485167;-2.750953;10.187876;CODE
searched index we return the group;-2.234176;2.470764;0.611111;4.2802806;0.7406154;2.3145847;IRRE
if the group is closed don t count its children;-0.48370272;9.275118;2.9470613;-4.5344496;-2.4134653;2.1856167;CODE
if the searched index is lower than or equal to;0.4252472;11.603583;-5.4469533;-0.87438303;1.0121106;5.094568;-
the greater child index in this group then our element is;-4.0194592;-5.9952354;14.041854;1.615865;1.6806818;8.45369;CODE
here;23.169563;-8.058508;-0.81797993;-10.457592;-1.4095827;-0.07697238;-
if we haven t found the contact we search the subgroups;0.27703226;13.833717;2.4537234;-1.0717252;-3.1406696;3.900782;-
if we haven t found the element on this iteration;4.03233;7.2388844;9.455215;-2.8378818;-3.1656387;2.6310549;CODE
we update the current index and we continue;-0.61940604;5.443341;8.140913;-0.13487884;-2.8864331;0.05114546;CODE
if for some reason the default contact is null we return false;-3.6369488;9.667478;2.236061;-2.8128257;-1.7859563;2.9980512;CODE
lays on the fact that the default contact is the most connected;-0.5985788;12.924931;-2.8750575;1.1251888;2.1242416;7.473345;CODE
we should first set the contact list to the guiactivator so that;-6.275456;-3.3138509;13.94976;4.7094574;0.75387937;1.187681;IRRE
anybody could get it from there;0.66238725;3.0561306;9.600071;-6.0441036;-4.104659;1.5624765;CODE
by default we set the current filter to be the presence filter;1.0064856;20.413754;-7.389228;4.332415;-3.8319786;2.5252388;IRRE
we re interested only in two click events;1.2447976;4.2188625;4.4720573;-5.51575;0.5443648;-5.429504;CODE
we re currently only interested in metacontacts;-1.2565143;14.228453;-6.3473253;-3.6131225;5.846917;-5.5368104;CODE
searching for the right proto contact to use as default for the;-1.9923441;4.2160077;3.7530556;6.4873023;-0.24545792;3.2282755;CODE
chat conversation;10.557138;-9.325586;-1.4075538;-0.26681197;0.029782677;-0.41838774;-
do nothing;16.744658;-2.2439466;-1.6963681;-8.364773;-4.3855453;-2.9413345;CODE
lets check by id;5.656062;-1.7010701;2.553405;-3.508555;-5.421958;-1.3995821;CODE
obtain the corresponding chat panel;4.1134644;5.552888;-2.4523287;7.3603754;0.015448006;-0.5230594;CODE
show an envelope on the sender contact in the contact list and;-0.90263927;-1.3401951;5.106661;4.603121;-0.5229473;7.3446026;CODE
in the systray;5.0288734;2.1492038;-2.3444443;9.406818;-1.4410006;7.1749372;CODE
distinguish the message type depending on the type of event that;2.5318854;13.690279;-4.366723;7.9053926;-1.4818238;0.08860725;TASK
we have received;12.600114;-1.3963289;6.6148376;-7.306369;0.38324958;-2.7995884;-
proactive typing notification;1.4282823;-9.555905;-3.4692504;4.893484;4.57109;-3.9435263;-
proactive typing notification;1.4282823;-9.555905;-3.4692504;4.893484;4.57109;-3.9435263;-
opens the chat panel with the new message in the ui thread;-2.139584;4.3535905;3.2467911;12.251133;-2.8440552;7.0237503;CODE
set delay;16.535543;-2.2451754;-5.2512627;-0.6238222;-0.87159723;-3.8854337;IRRE
search for plugin components registered through the osgi bundle;-6.346189;0.10038386;1.5832417;6.728537;0.47757384;-4.715438;CODE
context;26.873932;-9.477002;-6.759868;-1.6799176;-0.45434523;-1.2734987;-
if the container id doesn t correspond to the id of the plugin;2.690645;17.204414;-2.886841;5.002387;-3.7506342;7.669343;CODE
container we re not interested;5.4088683;3.7044606;3.9473088;-8.212456;-3.4099894;-4.571186;CODE
if the container id doesn t correspond to the id of the plugin;2.690645;17.204414;-2.886841;5.002387;-3.7506342;7.669343;CODE
container we re not interested;5.4088683;3.7044606;3.9473088;-8.212456;-3.4099894;-4.571186;CODE
if this window is not the focus window or if the event is not of type;3.584397;16.830347;-4.5025153;4.365345;-6.004318;7.142438;CODE
pressed we have nothing more to do here also don t re dispatch any;-0.20591435;7.739108;6.347337;-11.694478;-3.405687;-5.883977;CODE
events if the menu is active;2.059844;1.7976454;3.071287;3.63317;-2.357464;4.0610256;-
ctrl enter cmd enter typed when this window is the focused;-6.602696;-6.2194004;2.3110955;-1.0521811;-2.4368534;3.565367;CODE
window;19.575308;-12.589455;-5.120651;-1.3301375;-1.5619619;0.055436116;CODE
tried to make this with key bindings first but has a problem;-4.008663;-1.5804658;11.229435;-6.0431786;0.62060076;-3.3949783;META
with enter key binding when the popup menu containing call;-5.789369;-15.26916;10.658176;4.183819;0.7817913;0.1621008;IRRE
contacts was opened the default keyboard manager was prioritizing;-5.801675;-3.9362109;6.1035643;4.6899867;4.583856;1.0895101;CODE
the window enter key which will open a chat and we wanted that;-5.746528;-4.1298113;10.10253;-2.3995118;-0.6763769;3.7874992;CODE
the enter starts a call with the selected contact from the menu;0.22616655;1.519318;6.9076443;6.8970957;0.19973683;9.798019;CODE
this is why we need to do it here and to check if the;-4.902762;4.204301;10.155814;-4.660897;-4.776475;-1.7558347;TASK
permanent focus owner is equal to the focus owner which is not;-5.242479;-0.12150704;2.7961082;3.2252944;2.8520956;3.734371;-
the case when a popup menu is opened;-0.2587785;7.4568586;-2.1962714;2.4977908;-2.0426307;4.2147603;CODE
if the search field is the focus owner;1.3926752;-0.3706948;6.9918184;5.6723456;-1.860338;12.371702;-
if the contact list is the focus owner;-0.31903577;-3.4215224;9.06761;4.3118916;-0.42285633;14.311953;-
removes all current selections;5.704926;2.0964215;-1.4262315;3.0013125;2.2250679;-0.08318733;CODE
no matter who is the focus owner;2.799741;4.694129;-0.5764749;-2.3919415;-0.18522096;7.173341;-
request the focus in the search field if a letter is typed;0.7947765;4.2847548;1.9358242;3.9284296;0.1863367;5.1663136;CODE
we re dispatch the event to search field;2.5826962;1.6427562;7.6636906;1.410597;-2.8614955;-1.2026116;-
we don t want to dispatch further this event;2.8693497;14.425655;3.0646274;-8.226299;-6.519828;-6.960926;CODE
suppresswarnings unchecked taken care of;-7.619774;-2.700582;-6.0295086;-5.2499094;6.114978;-7.5204554;-
we support darg drop for metacontacts only;-6.512277;5.2943153;-6.480358;-0.043257818;6.661579;-5.280962;CODE
check if underlying account is readonly;1.4431167;9.104029;-6.427499;1.9287777;-0.020190326;-0.8661096;CODE
we support darg drop for metacontacts only for now;-7.6995273;5.009943;-4.08395;-0.97307456;5.254893;-5.2039695;CODE
by default merging contacts is enabled;1.3326197;6.8683844;-6.271798;-0.14865588;0.6451937;-2.9802747;CODE
we support darg drop for metacontacts only for now;-7.6995273;5.009943;-4.08395;-0.97307456;5.254893;-5.2039695;CODE
obtain the corresponding chat panel;4.1134644;5.552888;-2.4523287;7.3603754;0.015448006;-0.5230594;CODE
important general insets used for all components if not;-7.96376;-9.32268;8.634516;1.7344415;4.800164;-4.0610247;CODE
overwritten;11.901253;-4.374588;-6.984069;-2.8392339;4.1050987;-3.2790883;-
lets check by id;5.656062;-1.7010701;2.553405;-3.508555;-5.421958;-1.3995821;CODE
the add contact function has only sense for external;-2.45679;1.8365247;1.3130879;-0.24959527;0.73955125;0.17872764;CODE
source contacts;11.509136;-9.400562;-0.19323477;-0.37977663;2.247954;-1.1731516;-
set background color;11.153975;-1.0393462;-5.3740077;3.1099286;0.818075;-0.60780853;IRRE
clear icon if any mobile indicator;-0.013265464;-5.610354;2.1971378;4.8727226;-1.2863787;-2.234636;-
todo remove debugging;4.7099485;1.3965604;-5.872061;-2.691779;-4.9193316;-5.612131;TASK
make appropriate adjustments for contact nodes and group nodes;-3.1556385;11.312964;-8.966299;2.745183;3.9534123;-5.762556;CODE
initializes status message components if the given meta contact;-3.8889978;-8.903134;8.460048;8.51168;3.6590257;1.4651426;IRRE
contains a status message;4.2679377;5.1012206;-4.3565803;-0.089619145;3.394721;0.49326167;-
checks and set mobile indicator;3.4392643;-0.7868003;-1.6676383;5.608522;2.931245;-3.767425;IRRE
lets calculate the height of contact node if not done already;0.16818754;7.6494136;-1.5068282;1.8259242;-1.5942371;2.5630336;CODE
we have no photo icon for groups;-0.003994174;2.341496;2.8032348;-1.7159647;-2.0777664;-2.6196215;CODE
lets calculate group node height if not done already;0.366649;8.4870405;-3.407059;0.5225212;-1.5533564;-2.6954684;CODE
will reuse preferredgroupnodeheight if available;-2.3920343;0.9242761;-0.117575936;4.7437844;1.2257284;-1.1175102;-
as it is the same height one line text;-2.9381945;-11.346212;12.525263;-3.3669782;-2.97539;8.34166;-
replace all occurrences of new line with slash;0.84978014;8.378256;-9.056442;-2.5379615;4.385043;-0.35117558;CODE
re initialize the x grid;2.2397764;2.8052871;-1.3728386;2.876418;3.0958157;0.14282148;IRRE
check if contact has additional phone numbers if yes show the;-2.0635793;4.496188;-0.3845309;-0.1453069;-0.24884862;2.1048715;TASK
call button;11.303291;-8.574984;-0.9425405;0.27764666;1.8876871;-1.0825338;IRRE
check for phone stored in contact info only;-3.9418895;-0.20647453;1.3614198;3.1122286;-0.1273928;-3.1198118;IRRE
if telephony contact is missing;2.0748458;3.8762655;-4.5747643;2.3800843;-0.8489015;1.169538;-
for sourcecontact in history that do not support telephony we;-6.7125106;4.2561226;0.810974;-0.57134986;1.1834934;-3.368718;CODE
show the button but disabled;5.4331174;-1.402974;0.81617737;2.9332004;-0.85825294;3.5709946;META
enable add contact button if contact source has indicated;-2.3608782;3.5773213;-3.4269168;3.9892507;1.5000657;-0.72103393;TASK
that this is possible;1.5223274;-8.533018;12.795234;-7.7402697;0.95219344;1.0215682;CODE
webbutton;11.763937;-6.2297244;-10.077459;1.3135979;-1.6938854;-0.4396076;META
first check for web page detail;-0.14591673;0.7825192;1.4501177;1.6323973;-1.7689033;-4.488999;CODE
ignore records that don t support it;3.7404191;5.6593404;5.823526;-7.961042;-1.6809136;-5.8474765;CODE
the list of the contact actions;3.6014135;-5.606125;8.462862;5.049103;1.242987;9.425471;-
we will create a button for every action;0.6265765;9.164828;4.2884965;-3.2752852;-3.66827;-2.4504952;IRRE
the list of the actions;7.1881833;-4.664221;9.284737;2.9435754;-0.012916414;9.544101;-
we will create a button for every action;0.6265765;9.164828;4.2884965;-3.2752852;-3.66827;-2.4504952;IRRE
reinit the labels to take the whole horizontal space;-2.4312007;10.464184;-2.1444395;2.3892603;2.852103;1.8338126;IRRE
we need to explicitly remove the buttons from the tooltip manager;-2.1233902;7.279124;4.213412;3.8329444;-2.068668;-2.0546067;TASK
because we re going to manager the tooltip ourselves in the;-2.8629763;7.176081;7.2994285;-0.8734431;-0.37521836;-2.0911996;CODE
defaulttreecontactlist class we need to do this in order to have;-6.5452533;2.73939;5.296549;-1.8549588;-4.1595964;-4.260954;CODE
a different tooltip for every button and for non button area;-7.4167213;-3.4877505;4.9646044;0.3255307;2.4392524;1.0751694;META
reinit the labels to take the whole horizontal space;-2.4312007;10.464184;-2.1444395;2.3892603;2.852103;1.8338126;IRRE
we need to explicitly remove the buttons from the tooltip manager;-2.1233902;7.279124;4.213412;3.8329444;-2.068668;-2.0546067;TASK
because we re going to manager the tooltip ourselves in the;-2.8629763;7.176081;7.2994285;-0.8734431;-0.37521836;-2.0911996;CODE
defaulttreecontactlist class we need to do this in order to have;-6.5452533;2.73939;5.296549;-1.8549588;-4.1595964;-4.260954;CODE
a different tooltip for every button and for non button area;-7.4167213;-3.4877505;4.9646044;0.3255307;2.4392524;1.0751694;META
indent component content from the border;1.4418123;-3.1463938;3.6004906;5.670149;2.092657;2.720852;CODE
add a title label;8.467512;4.176383;-6.195006;-0.8212249;-3.2716012;0.96608937;TASK
false is selected;9.365032;-0.41558743;-3.8395998;-3.6990237;-1.768963;3.4733827;CODE
false is expanded;4.8595047;-3.8540604;0.41310927;-5.1438804;2.6011064;2.6734045;-
true is leaf;6.355525;-9.448351;3.5535958;-4.9622335;2.471135;5.8527384;-
true has focus;7.586148;-6.6322374;1.2297599;-6.68795;2.6361916;4.053678;-
we should explicitly set the bounds of all components in order that;-3.0126364;4.808302;9.970379;0.37023395;1.90742;-2.6060848;IRRE
they re correctly painted by painticon afterwards this fixes empty;-8.008253;3.6263378;0.920216;-3.150239;5.004001;-3.8248427;CODE
drag component in contact list;1.4241383;3.8010817;-5.2557874;5.2953076;2.4048526;-0.52164876;-
if treenode has changed ignore;1.7827091;11.488312;-10.73786;1.231655;-0.50157154;-0.5288644;-
do not display too long links;3.967614;6.5383263;-1.4014307;-7.700141;-2.6682658;-2.3015137;CODE
if treenode has changed ignore;1.7827091;11.488312;-10.73786;1.231655;-0.50157154;-0.5288644;-
if gridx 1 we have only one button shown;-5.6510887;-0.20058313;4.1981936;-4.8234067;-0.1243394;0.47807214;META
else we set the background of the last button in the toolbar;0.25805324;13.499525;-1.8945378;4.248575;-2.1339383;6.648509;IRRE
else groupnode showmorecontact;-3.0295413;-6.040023;1.6655449;-1.8604547;-1.9882498;0.79665565;-
we need to explicitly remove the buttons from the tooltip manager;-2.1233902;7.279124;4.213412;3.8329444;-2.068668;-2.0546067;TASK
because we re going to manager the tooltip ourselves in the;-2.8629763;7.176081;7.2994285;-0.8734431;-0.37521836;-2.0911996;CODE
defaulttreecontactlist class we need to do this in order to have;-6.5452533;2.73939;5.296549;-1.8549588;-4.1595964;-4.260954;CODE
a different tooltip for every button and for non button area;-7.4167213;-3.4877505;4.9646044;0.3255307;2.4392524;1.0751694;META
create a custom button tooltip to show the available links;-3.0993063;1.4702904;2.9487877;5.5152273;-0.45565793;0.7192389;IRRE
do not display too long links;3.967614;6.5383263;-1.4014307;-7.700141;-2.6682658;-2.3015137;CODE
the following code is always invoked in the swing thread;2.2503278;9.278245;1.0775641;2.8136451;-0.28207418;2.649805;CODE
if the parent node has no children we have nothing to do here;4.5294766;18.795393;-3.2253702;-5.2201614;-7.2785006;0.08519785;TASK
indicates if the big call button outside the search is enabled;-6.5758286;-1.5180695;4.893365;3.4069176;3.1099815;4.698269;IRRE
if the outside call button is enabled the call button in this;-2.0383918;1.2910405;4.5778217;4.625183;-1.3239485;4.3737707;IRRE
search field is disabled;4.061684;-6.6018085;2.9595573;2.2289777;-1.0259548;-1.4210607;-
this should really not happen;4.215021;7.845835;1.8052279;-10.314295;1.0843397;-0.91744846;CODE
if the event is caused by a bundle being stopped we don t want to;-0.54346716;14.020819;2.199383;-4.50332;-2.558622;-0.70154023;CODE
know;20.09954;-11.928123;-1.009702;-7.1792784;2.590304;-0.6450378;-
if we re over a button we show the button tool tip;-1.1284488;9.093924;2.2006116;-0.6955443;-3.4653463;1.2045741;META
if we re over a button we show the button tool tip;-1.1284486;9.093924;2.200612;-0.69554305;-3.4653454;1.2045724;META
we need to translate coordinates here;0.2955755;7.7567663;1.8488756;-7.5756063;-0.9138078;-9.45006;TASK
since contactnode is added to the back of the list don t go looking;-3.2673001;7.1238065;2.6621494;-0.666543;-1.9268283;3.9052384;CODE
for it just calculate which index is for the last node in the list;-1.3302546;8.378778;4.6717997;1.2466543;-2.7717242;4.952799;CODE
initially children will be null;1.3482547;5.9028196;-1.8605573;-3.4818172;5.770749;-0.5109272;IRRE
instead of sorting after every addition find the spot where we;-2.9815514;8.922128;3.8221061;-1.3562046;2.6462202;0.4116653;TASK
should insert the node such that it is inserted in order;-2.7582507;1.8979093;8.552372;1.8483304;1.8546387;0.6545715;CODE
index 0 indicates that the node is not currently in the;1.0404606;3.55183;8.578202;0.47375932;-0.25411955;7.80624;IRRE
list and suggests an insertion point;1.17829;-6.32833;6.137003;0.006984785;4.251309;0.95775247;CODE
not found;12.793047;-6.247873;3.8360453;-5.48508;-1.4016849;-0.0024059587;-
we remove the node directly from the list thus skipping all;-1.2937369;11.00526;2.7946022;2.821307;-1.5670971;2.4654067;CODE
the checks verifying if the node belongs to this parent;2.754152;1.5605174;8.078554;3.6972914;0.011922481;7.990641;CODE
since contactnode is added to the back of the list don t go looking;-3.2672913;7.1238036;2.6621509;-0.66654134;-1.926834;3.905242;CODE
for it just calculate which index is for the last node in the list;-1.3302546;8.378778;4.6717997;1.2466543;-2.7717242;4.952799;CODE
not found;12.793047;-6.247873;3.8360453;-5.48508;-1.4016849;-0.0024059587;-
we remove the node directly from the list thus skipping all the;-1.079071;11.22469;3.330234;2.9177396;-1.5766358;3.1443722;CODE
checks verifying if the node belongs to this parent;3.3013532;2.926836;5.8414073;1.8221047;0.7861079;4.7473993;CODE
initially children will be null;1.3482547;5.9028196;-1.8605573;-3.4818172;5.770749;-0.5109272;IRRE
instead of sorting after every addition find the spot where we;-2.9815514;8.922128;3.8221061;-1.3562046;2.6462202;0.4116653;TASK
should insert the node such that it is inserted in order;-2.7582507;1.8979093;8.552372;1.8483304;1.8546387;0.6545715;CODE
index 0 indicates that the node is not currently in the;1.0404606;3.55183;8.578202;0.47375932;-0.25411955;7.80624;IRRE
list and suggests an insertion point;1.17829;-6.32833;6.137003;0.006984785;4.251309;0.95775247;CODE
a node with this index was already found as the index;3.1615016;5.847246;4.8583875;0.73896515;-1.4402429;3.7542002;CODE
is not guaranteed to be unique add this group after the;0.687064;8.888796;1.3822211;-3.264004;-0.8640908;2.9369166;TASK
one just found;8.2829485;-10.290303;11.00649;-7.122921;-1.0713373;-0.15446527;-
if both indexes are unknown consider them equal we need this;-3.954561;3.6721199;3.361969;-7.366795;1.6490414;-4.147373;CODE
case to ensure the property of symmetry in the node comparator;-5.1381097;-6.9240584;10.210354;7.0136833;3.0725286;2.5610833;CODE
if the first index is unknown then we position it at the end;-2.7297769;13.518968;0.6607878;-0.6616708;-2.2867062;5.15745;CODE
if the second index is unknown then we position it at the end;-1.7432075;16.358103;-2.0844305;-0.3622507;-3.4554682;5.0294604;CODE
search for plugin components registered through the osgi bundle;-6.346189;0.10038386;1.5832417;6.728537;0.47757384;-4.715438;CODE
context;26.873947;-9.476988;-6.759879;-1.6799179;-0.45434836;-1.2734991;-
suppresswarnings fallthrough intentional;-7.864817;-4.160595;-6.072191;-9.71077;8.984842;-6.412914;CODE
we move the specified contact;6.714963;1.1058156;6.4617543;0.7736358;-1.4345814;3.4621532;-
do fall through;9.091513;-3.7633655;2.6308603;-8.042416;0.23248652;-3.351921;CODE
we move the specified contact;6.714959;1.1058195;6.461754;0.7736385;-1.4345853;3.4621568;-
suppresswarnings fallthrough intentional;-7.864817;-4.160595;-6.072191;-9.71077;8.984842;-6.412914;CODE
we move all subcontacts of the source metacontact to the;-0.9359844;11.544353;-3.7725015;7.8015127;3.3106594;6.200042;-
destination metacontact;1.820846;-0.066237725;-9.808926;5.409357;6.150385;4.104535;-
do fall through;9.091508;-3.7633708;2.6308682;-8.04241;0.23248646;-3.3519247;CODE
we move all subcontacts of the source metacontact to the;-0.9359844;11.544353;-3.7725015;7.8015127;3.3106594;6.200042;-
destination metacontact;1.820846;-0.066237725;-9.808926;5.409357;6.150385;4.104535;-
we move the specified contact;6.714963;1.1058156;6.4617543;0.7736358;-1.4345814;3.4621532;-
do fall through;9.091508;-3.7633708;2.6308682;-8.04241;0.23248646;-3.3519247;CODE
we move the specified contact;6.714963;1.1058156;6.4617543;0.7736358;-1.4345814;3.4621532;-
we move the specified contact;6.714963;1.1058156;6.4617543;0.7736358;-1.4345814;3.4621532;-
do fall through;9.091513;-3.7633655;2.6308603;-8.042416;0.23248652;-3.351921;CODE
we move the specified contact;6.714963;1.1058156;6.4617543;0.7736358;-1.4345814;3.4621532;-
initialize moveto menu;2.7936122;-0.34724662;-2.185095;4.103897;1.517669;-3.1121857;IRRE
adds contacts group if it is visible;-1.0120195;1.1683102;4.0457034;2.2392225;-0.9933907;2.3761673;TASK
initialize removecontact menu;3.8934317;1.6696447;-10.035891;6.2307925;1.2943076;-1.3750597;IRRE
add all the contacts that support telephony to the call menu;-0.94083667;9.272662;-2.4419498;5.627385;1.131882;2.7131884;TASK
if a separator is the last item remove it;0.45627737;5.0319505;3.157038;0.2628439;1.0423654;7.5311327;-
there is only one contact so a submenu is unnecessary;-3.967372;6.739995;1.0362208;-4.0027757;0.4253796;0.74982756;IRRE
just add a single menu item it masquerades as an item to;-5.2928805;3.862911;4.338409;-1.3966546;2.7766395;0.6806601;TASK
delete all contacts as that way we don t have to specify;-1.4728931;5.600114;9.843903;-6.623792;-2.843627;-5.6305866;CODE
the contact s address;9.439388;0.9664504;-0.54638296;3.6976032;-0.50514436;7.6837587;TASK
if we have more than one request to make;2.6227531;6.236656;7.010188;-5.957609;-4.004812;-0.57295084;CODE
if we have more than one protocol contacts and only one need;-4.236536;-5.1832333;14.447224;-5.9810166;-1.2733483;0.040633645;CODE
authorization or we have only one contact that needs authorization;-0.20970002;6.059311;0.82389826;-1.6324596;0.1290912;-2.9342287;META
disable all menu items that do nothing;-0.17124093;-6.8633156;9.042922;-2.3369315;0.38421032;-6.0130286;CODE
if the resource is only one we don t want to pass it to;-0.12115905;6.8643503;10.787693;-5.1285152;-5.9983373;-0.03954612;CODE
call operations;10.853671;-11.279477;3.2978606;0.049629346;4.2703247;-3.196129;IRRE
search for plugin components registered through the osgi bundle;-6.346189;0.10038386;1.5832417;6.728537;0.47757384;-4.715438;CODE
context;26.873932;-9.477002;-6.759868;-1.6799176;-0.45434523;-1.2734987;-
try to select the preferred protocol provider;5.7482963;4.462056;-0.32861805;8.6931095;-0.639925;0.21932195;CODE
obtain the corresponding chat panel;4.1134644;5.552888;-2.4523287;7.3603754;0.015448006;-0.5230594;CODE
if we have more than one protocol contacts but just one of them;-1.3136663;-1.9663327;12.591618;-6.8622384;-1.1359166;0.95075816;META
needs authorization;13.015584;-5.2574415;-1.7310476;-2.2341995;-0.28237328;-4.824901;TASK
if we have only one protocol contact and it needs authorization;-4.387937;-2.778407;11.883954;-2.7709136;-0.92502433;0.056282472;TASK
fixme set the special cursor while moving a subcontact;-6.618126;-0.9262794;3.36065;0.8961561;5.0747557;1.1636776;IRRE
guicontactlist setcursor;-3.5775075;0.7902725;-11.128985;3.8784719;4.1183596;-1.2536322;IRRE
cursor getpredefinedcursor cursor move cursor;-0.0326314;7.837903;-18.6376;7.857504;0.032364696;-4.5512934;CODE
be sure we allow open close groups in the contactlist if;-6.46284;1.4068878;4.6573462;0.48485425;0.108777225;0.20904683;CODE
user cancels the action;6.9376116;2.5727568;-0.39754477;0.5701263;2.8987231;5.012301;-
todo may be show a warning message to tell the user that she should;-4.016672;2.9781494;6.0628214;-1.9004984;-0.55370903;1.7960277;TASK
select another group;12.691311;4.5693774;-6.813373;0.7158477;-1.7165934;0.40684584;CODE
fixme unset the special cursor after a subcontact has been moved;-7.1148953;5.5355024;-0.9202467;1.2169008;5.4425993;0.62939876;IRRE
guicontactlist setcursor;-3.5775075;0.7902725;-11.128985;3.8784719;4.1183596;-1.2536322;IRRE
cursor getpredefinedcursor cursor hand cursor;-1.7883543;5.872262;-18.342655;6.2718205;0.72864354;-4.632949;CODE
we re only interested in metacontacts here;-0.9130096;17.27647;-9.530186;-4.323523;4.1261716;-5.3559833;CODE
fixme unset the special cursor after a subcontact has been moved;-7.1148953;5.5355024;-0.9202467;1.2169008;5.4425993;0.62939876;IRRE
guicontactlist setcursor;-3.5775075;0.7902725;-11.128985;3.8784719;4.1183596;-1.2536322;IRRE
cursor getpredefinedcursor cursor hand cursor;-1.7883532;5.8722653;-18.342655;6.2718163;0.72863674;-4.6329527;CODE
we want to call particular contact;-0.16864434;-1.3180048;7.3062606;-3.2226412;-2.0416503;-4.527941;IRRE
we want to call a phonenumber;-1.3158396;-1.7745749;5.552884;-3.0055466;0.43945774;-1.8588912;IRRE
just call the metacontact;0.9076998;3.6941035;-3.9429457;6.248908;1.3027248;2.2969725;IRRE
fixme unset the special cursor after a subcontact has been;-6.7883286;2.0794394;1.7158953;0.9800971;6.695136;0.28716752;IRRE
moved other related fixmes in contactrightbuttonmenu java;-12.169816;-4.637157;-1.915033;2.5091968;3.6790514;-3.577788;META
clist setcursor;-1.8807524;-9.2653885;-4.2842045;2.6849518;3.4476812;-0.96636677;IRRE
cursor getpredefinedcursor cursor hand cursor;-1.7883543;5.872262;-18.342655;6.2718205;0.72864354;-4.632949;CODE
create the query that will track filtering;0.2796973;0.031059671;6.2138133;6.460138;3.1088715;-0.41080347;IRRE
add this query to the filterquery;9.722789;13.481523;-5.473027;7.62167;-2.7992983;-0.1984935;CODE
add this query to the filterquery;9.722789;13.481523;-5.473027;7.62167;-2.7992983;-0.1984935;CODE
closes this filter to indicate that we finished adding queries to it;-4.1436462;8.735396;4.2507043;-0.5800224;4.809082;-4.1681623;TASK
make sure we always show chat rooms and recent messages;-3.4199662;7.588931;-1.0069112;-2.1004603;0.29007623;-5.2411885;-
if for some reason the default contact is null we return false;-3.6369488;9.667478;2.236061;-2.8128257;-1.7859563;2.9980512;CODE
