"clean_comment";"label"
"has finished";"TASK"
"removes showmorecontact and clears it";"-"
"first set the issucceeded property";"IRRE"
"inform interested listeners that this query has succeeded";"CODE"
"inform interested listeners that this query has succeeded";"CODE"
"inform interested listeners that this query has succeeded";"CODE"
"get all registered provider factories";"-"
"get all registered provider factories";"-"
"get all registered provider factories";"-"
"if the event is caused by a bundle being stopped we don t want to";"CODE"
"know";"-"
"we don t care if the source service is not a protocol provider";"CODE"
"if in the meantime the query is canceled we return here";"CODE"
"if there s already an uicontact for this meta contact we have";"CODE"
"nothing to do here";"TASK"
"if there s already an uigroup for this meta contact we have";"CODE"
"nothing to do here";"TASK"
"mark group as newly created";"IRRE"
"iterate over the contacts they may need to be displayed";"TASK"
"some protocols fire events for adding contacts after firing";"TASK"
"that group has been created and this is not needed but some don t";"CODE"
"fixes an issue with moving meta contacts where removecontact";"-"
"will set data to null in swing thread and it will be after we have";"IRRE"
"set the data here so we also move this set to the swing thread";"IRRE"
"to order the calls of setdata";"IRRE"
"add the contact to the new place";"TASK"
"remove old parent if not matching";"-"
"add new parent if matching";"TASK"
"if the contact is not created already created we are just merging";"IRRE"
"don t do anything";"CODE"
"get all registered provider factories";"-"
"if there s no avatar we have nothing more to do here";"TASK"
"if the cell is selected we return a zoomed version of the avatar";"CODE"
"image";"-"
"in any other case try to get the avatar from the cache";"CODE"
"if the avatar isn t available or it s not up to date create it";"IRRE"
"cache the avatar in case it has changed";"CODE"
"set the first found status message";"IRRE"
"string statusmessage protocolcontact getstatusmessage";"CODE"
"remove previously shown information";"CODE"
"as it contains loading text";"CODE"
"load it again";"CODE"
"we only add the status icon if we have more than one resources";"TASK"
"otherwise it will always be identical to the contact status icon";"-"
"check if group has readonly proto group then skip menu";"CODE"
"the contact list is already showing a number of results";"IRRE"
"contactnode is null when the the ui contact is removed cleared";"OUTD"
"we must free resources";"-"
"the contactlistlistener was removed when the showmorecontact";"OUTD"
"was removed from the contact list so we need to add it";"TASK"
"again";"-"
"if there is no telephony";"TASK"
"categories aren t supported this is the case for history";"CODE"
"records";"-"
"init supported operation sets";"IRRE"
"init preferred protocol providers";"IRRE"
"mark it as global box by not providing list of messages";"-"
"get all registered provider factories";"-"
"removes contacts that are no longer available";"OUTD"
"if we are in disabled menu mode and we have only one item";"-"
"change its name like global auto answer";"-"
"the initial number of autoanswer menu items";"IRRE"
"current count";"-"
"if menu is disabled for autoanswer and we have added an item";"TASK"
"if initial count was 1 lets change provider name to the";"IRRE"
"protocol one the first one have like global name";"-"
"this is the first item set its name like global one";"IRRE"
"if we already have other accounts";"CODE"
"if the new account protocol name is before the name of the menu";"CODE"
"we insert the new account before the given menu";"CODE"
"if we have the same protocol name we check the account name";"-"
"add it after last auto answer menu found";"TASK"
"as no items";"-"
"lets find the first separator and add it after it";"TASK"
"the place is between the separators";"-"
"if menu is disabled for auto answer and we have left with one";"IRRE"
"item set its name like a global one";"IRRE"
"if the event is caused by a bundle being stopped we don t want to";"CODE"
"know";"-"
"we don t care if the source service is not a protocol provider";"CODE"
"as settings changed lets update items";"CODE"
"whether the last item added was a separator";"TASK"
"add separator only if there are other items enabled";"TASK"
"if next item is disabled add separator here";"TASK"
"only if there is something next";"-"
"add separator if there is something next";"TASK"
"all items are now instantiated and could safely load the skin";"CODE"
"this addcontactitem seticon new imageicon imageloader";"CODE"
"getimage imageloader add contact 16x16 icon";"TASK"
"search for plugin components registered through the osgi bundle";"CODE"
"context";"-"
"only re apply the filter if the presence filter is showing";"-"
"otherwise we might end up with contacts in the call history";"CODE"
"distribute the mute state to the soundnotificaitonhandler";"IRRE"
"we only add the options button if the property show options window";"TASK"
"specifies so or if it s not set";"IRRE"
"show hide offline contacts menu item";"-"
"the hide offline menu item only makes sense in the contact list";"CODE"
"sound on off menu item";"CODE"
"all items are now instantiated and we could safely load the skin";"CODE"
"gets the index of the separator so we can insert the jmenuitem";"CODE"
"before it";"CODE"
"all following separators positions must be incremented because we";"TASK"
"will insert a new jmenuitem before them";"CODE"
"the hide offline menu item could be null if the parent window of this";"CODE"
"menu is a chat window";"CODE"
"search for plugin components registered through the osgi bundle";"CODE"
"context";"-"
"align status combo box with account name field";"-"
"if there is no avatar image set then displays the default one";"CODE"
"there is nothing we can do when account is registering";"CODE"
"will set only connecting state later";"IRRE"
"while dispatching the registering if the state of the provider";"CODE"
"changes to registered we may end with client logged off";"CODE"
"this may happen if registered is coming too quickly after registered";"CODE"
"dispatching registering is doing some swing stuff which";"CODE"
"is scheduled in edt and so can be executing when already registered";"CODE"
"texture";"-"
"creates menu item entry for every global status";"CODE"
"except online and offline";"CODE"
"removes menu item entry for every global status";"CODE"
"except online and offline";"CODE"
"check menu item entries for every global status";"CODE"
"except online and offline";"CODE"
"if this is the first account in our menu";"CODE"
"if we have a provider with opset presence add available statuses";"TASK"
"if we already have other accounts";"CODE"
"if the new account protocol name is before the name of the menu";"CODE"
"we insert the new account before the given menu";"CODE"
"if we have the same protocol name we check the account name";"-"
"if we have a provider with opset presence add available statuses";"TASK"
"if we do not have provider with presence opset";"IRRE"
"remove available statuses";"-"
"item settext html b item getname b html";"IRRE"
"the special status on the phone is state";"-"
"between dnd and extended away states";"CODE"
"try to load path it maybe valid url";"CODE"
"if we didn t find the icon corresponding to the given path we have";"-"
"nothing more to do here";"TASK"
"if we have stopped filtering in the mean time we return here";"CODE"
"then we apply the filter on all its contact sources";"-"
"if we have stopped filtering in the mean time we return here";"CODE"
"closes this filter to indicate that we finished adding queries to it";"TASK"
"dragging is only enabled in the source contact list";"CODE"
"dropping is only enabled in the destination contact list";"CODE"
"add remove buttons panel";"TASK"
"by default we set the current filter to be the presence filter";"IRRE"
"by default we set the current filter to be the presence filter";"IRRE"
"this dialog has no menu bar so it will never be selected";"CODE"
"by default we set the current filter to be the presence filter";"IRRE"
"this dialog has no menu bar so it will never be selected";"CODE"
"look for plugincomponents registered in the osgi bundlecontext";"CODE"
"end";"CODE"
"ensure that we have checked all predicted pieces";"-"
"handle windows key on mac";"CODE"
"handle command key on non mac";"CODE"
"handle windows key on mac";"CODE"
"handle command key on non mac";"CODE"
"if we don t have providers at this stage we just return";"CODE"
"if provider is just disabled don t remove its stored rooms";"CODE"
"clears listeners added by chat room";"TASK"
"clears listeners added by the system chat room";"TASK"
"null the new identifier";"CODE"
"null the name of the chat room";"-"
"check only for the right pp";"CODE"
"stored chatrooms has no chatroom but their";"META"
"id is the same as the chatroom we are searching wrapper";"-"
"for also during reconnect we don t have the same chat";"CODE"
"id for another chat room object";"CODE"
"check only for the right pp";"CODE"
"will use synchronizeopsetwithlocalcontactlist";"IRRE"
"to avoid any concurrency";"CODE"
"if the event is caused by a bundle being stopped we don t want to";"CODE"
"know";"-"
"we don t care if the source service is not a protocol provider";"CODE"
"compare ids cause saved chatrooms don t have chatroom object";"CODE"
"but id s are the same";"META"
"chat room is not existent we must create it and join";"TASK"
"if the event is caused by a bundle being stopped we don t want to";"CODE"
"know";"-"
"we don t care if the source service is not a protocol provider";"CODE"
"as the user wants to autojoin this room";"CODE"
"and it maybe already created as non persistent";"IRRE"
"we must set it persistent and store it";"IRRE"
"if the event is caused by a bundle being stopped we don t want to";"CODE"
"know";"-"
"we don t care if the source service is not a protocol provider";"CODE"
"when joined role will be owner or member";"-"
"when not joined and if we never has entered the room role";"-"
"will be guest if we joined and left the room the role";"-"
"will be owner or member";"-"
"join from add chat room dialog";"TASK"
"if there s no group chat operation set we have nothing to do here";"IRRE"
"if there is the same room ids don t add new wrapper as old one";"CODE"
"maybe already created";"IRRE"
"we save the choice of the user before the chat room is really";"CODE"
"joined because even the join fails we want the next time when";"-"
"we login to join this chat room automatically";"CODE"
"if we leave a chat room which is not persistent";"-"
"the room can be destroyed on the server and error is returned";"IRRE"
"when we try to destroy it not authorized 401";"META"
"leave the chatroom because getchatroom isjoined returns true";"IRRE"
"otherwise";"-"
"already create all the basechatroomsourcecontact instances since all";"IRRE"
"the data is already available";"CODE"
"notice the not operator at the start";"-"
"todo need something to fire one event for multiple contacts";"TASK"
"checks if this event is fired from one click on one of our popup";"CODE"
"message";"-"
"get the ui service";"-"
"shows the audio configuration window";"CODE"
"shows the pop up notification";"-"
"registers only once to the popup message notification";"-"
"handler";"-"
"fires the popup notification";"-"
"set default directory";"IRRE"
"remove default directory prop";"OUTD"
"labels panel";"-"
"saved calls directory panel";"IRRE"
"values panel";"IRRE"
"main panel";"CODE"
"encodingconfiguration is null when it is loaded";"CODE"
"from the general config";"CODE"
"the first column contains the check boxes which enable disable their";"CODE"
"associated encodings and it doesn t make sense to make it wider than";"IRRE"
"the check boxes";"-"
"show openh264 panel on mac windows only for video and only in";"CODE"
"general video encodings";"-"
"display the encodings in decreasing priority";"-"
"we fire the update event before setting the configuration";"CODE"
"property in order to have more reactive user interface";"CODE"
"get the notification service implementation";"TASK"
"register a popup message for a device configuration changed";"CODE"
"notification";"-"
"register a popup message for a new device selected for audio";"CODE"
"in audio out or notifications";"-"
"mediaservice";"-"
"if the audio configuration form is disabled don t register it";"CODE"
"initializes and registers the changed audio device configuration";"IRRE"
"event at the notification service";"-"
"if the video configuration form is disabled don t register it";"CODE"
"initializes and registers the changed video device configuration";"IRRE"
"event at the notification service";"-"
"disabled until video hotplug is not available";"-"
"h 264";"-"
"if the h 264 configuration form is disabled don t register it";"CODE"
"zrtp";"-"
"if the zrtp configuration form is disabled don t register it";"CODE"
"we use the nist sdp stack to make parse sdp and we need to set the";"IRRE"
"following property to make sure that it would accept java generated";"-"
"ipv6 addresses that contain address scope zones";"TASK"
"audionotifierservice";"-"
"call recording";"IRRE"
"if the call recording configuration form is disabled don t continue";"CODE"
"checks for update";"CODE"
"disabled until video hotplug is available";"-"
"table setfillsviewportheight true since 1 6 only nicer view";"IRRE"
"used to identify the enum class when calling zrtpconfigure methods";"IRRE"
"get all enums constants of this enum to process";"CODE"
"first build a list of all available algorithms of this type";"CODE"
"configure saved algorithms as active remove them from full list of";"CODE"
"algos";"-"
"rest of algorithms are inactive";"-"
"can t move down last last entry of active list";"CODE"
"if row active getnumconfiguredpubkeys 1";"-"
"this was a move up of the first inactive member adjust index";"CODE"
"return upsave row 2 row";"CODE"
"if row active getnumconfiguredpubkeys";"-"
"if inactive getnumconfiguredpubkeys 1";"-"
"return row 2";"IRRE"
"row active getnumconfiguredpubkeys";"-"
"swap inactive getpubkeyalgoat row";"CODE"
"inactive removepubkeyalgo swap";"-"
"inactive addpubkeyalgoat row 1 swap";"TASK"
"row take active rows into account";"CODE"
"else";"-"
"save in configuration data using the appropriate key";"CODE"
"we cannot clear the selection of deviceconfiguration";"META"
"at least one new device has been connected";"CODE"
"capture";"-"
"out";"-"
"out play sound button";"META"
"notification";"-"
"notification play sound button";"META"
"first set the selected one then add the listener in order to";"CODE"
"avoid saving the value when using the default one and only";"CODE"
"showing to user without modification";"-"
"if the user clicked on one play sound button";"CODE"
"if the selected item of the playback or notify combobox has changed";"CODE"
"ignore";"-"
"ignore";"-"
"ignore";"-"
"create the ui components";"IRRE"
"contentpanel add defaultprofilecombobox cnstrnts";"TASK"
"load the values from the configurationservice into the ui components";"CODE"
"http ciscobinary openh264 org libopenh264 2 2 0 osx x64 6 dylib bz2";"CODE"
"http ciscobinary openh264 org libopenh264 2 2 0 osx arm64 6 dylib bz2";"CODE"
"http ciscobinary openh264 org openh264 2 3 0 win32 dll bz2";"CODE"
"http ciscobinary openh264 org openh264 2 3 0 win64 dll bz2";"CODE"
"the text as required by the license";"CODE"
"http www openh264 org binary license txt";"CODE"
"a href http www openh264 org binary license txt";"CODE"
"no need for update";"CODE"
"create parent folders if they do not exist";"TASK"
"extract";"-"
"create";"IRRE"
"save the current version as installed";"META"
"call super to set backgrounds and fonts";"IRRE"
"now just change the text";"-"
"default value is 20";"IRRE"
"else unlimited framerate";"-"
"accord the current value with the maximum allowed value fixes";"IRRE"
"existing configurations that have been set to a number larger than";"IRRE"
"the advised maximum value";"IRRE"
"reset to defaults";"IRRE"
"unlimited framerate";"-"
"load selected value or auto";"CODE"
"the auto value default one";"IRRE"
"get the notification service implementation";"TASK"
"allow messages to be empty since some protocols allow empty lines";"-"
"this is hack seen on some os particularly seen on macosx with";"CODE"
"external devices";"-"
"when playing notification in the call can break the call and";"IRRE"
"no further communicating can be done after the notification";"CODE"
"so we skip playing notification if we have a call running";"IRRE"
"it is possible that audio cannot be created";"IRRE"
"load the method java awt toolkit getdefaulttoolkit beep";"CODE"
"use reflection to be sure it will not throw exception in android";"CODE"
"load values from config service";"IRRE"
"byte 0x00 byte 0x00 check sum";"-"
"byte 0xd5 byte 0xc0 byte 0x3b byte 0x4b src";"-"
"byte 0xc0 byte 0xa8 byte 0x00 byte 0x34 dst";"-"
"byte 0x60 byte 0x00 byte 0x00 byte 0x00 version traffic flowable";"META"
"byte 0x00 byte 0x00 length";"-"
"byte 0x11 next header";"CODE"
"byte 0x40 hop limit";"-"
"byte 0x00 byte 0x00 byte 0x00 byte 0x00 src";"-"
"byte 0x00 byte 0x00 byte 0x00 byte 0x00 src";"-"
"byte 0x00 byte 0x00 byte 0x00 byte 0x00 src";"-"
"byte 0x00 byte 0x00 byte 0x00 byte 0x00 src";"-"
"byte 0x00 byte 0x00 byte 0x00 byte 0x00 dst";"-"
"byte 0x00 byte 0x00 byte 0x00 byte 0x00 dst";"-"
"byte 0x00 byte 0x00 byte 0x00 byte 0x00 dst";"-"
"byte 0x00 byte 0x00 byte 0x00 byte 0x00 dst";"-"
"byte 0x00 byte 0x00 checksum";"-"
"byte 0xb7 byte 0x61 src port";"-"
"byte 0x13 byte 0xc4 dst port";"-"
"byte 0x4f byte 0x20 byte 0x37 byte 0x3b seq number";"-"
"byte 0x11 byte 0x1d byte 0xbc byte 0x54 ack number";"-"
"byte 0x80 header length";"CODE"
"byte 0x18 flags";"-"
"byte 0x00 byte 0x2e windows size";"CODE"
"byte 0xac byte 0x78 check sum";"-"
"byte 0x01 byte 0x01 byte 0x08 byte 0x0a options";"-"
"byte 0x00 byte 0x06 byte 0xd4 byte 0x48 options";"-"
"byte 0x6e byte 0xcc byte 0x76 byte 0xbd options";"CODE"
"it may seem like it was unnecessary to invoke";"IRRE"
"getconfiguration and isgloballoggingenabled prior to checking";"-"
"that the specified protocol is supported but actually there";"META"
"are no other protocolname values";"IRRE"
"if one of the addresses is ipv4 we are using ipv4";"TASK"
"local udp addresses come as 0 0 0 0 0 0 0 0 when";"TASK"
"ipv6 is enabled in the underlying os";"CODE"
"now set ip header total length";"IRRE"
"open files only if needed";"CODE"
"rotatefiles this one opens the file for write";"CODE"
"don t skip existing checksum cause its set to 0000";"IRRE"
"fold to 16 bits";"-"
"if the string does not contains an this may be a phone number";"CODE"
"if the string does not contain any alphabetical characters then";"CODE"
"this is a phone number";"CODE"
"removes the and in order to search the";"-"
"character at the beginning at the string";"CODE"
"if the property is enabled and the string starts with a";"CODE"
"then we consider that this is a phone number";"CODE"
"else the string is not a phone number";"IRRE"
"create the uid";"IRRE"
"make this peer a conference focus";"CODE"
"first go through the contacts that are direct children";"-"
"if we didn t find it here let s try in the subougroups";"CODE"
"traverse child contacts";"-"
"traverse subgroups";"-"
"traverse child contacts";"-"
"traverse subgroups";"-"
"reg the gibberish provider factory";"-"
"first fire an event that we ve delivered the message";"-"
"note that in a real world protocol implementation we would first wait";"TASK"
"for a delivery confirmation coming from the protocol stack";"CODE"
"now do message delivery";"CODE"
"if the user id is owr own id then this message is being routed to us";"CODE"
"from another instance of the gibberish provider";"CODE"
"check who is the provider sending the message";"CODE"
"check whether they are in our contact list";"-"
"and if not add them there as volatile";"TASK"
"and now fire the message received event";"-"
"if userid is not our own try an check whether another provider";"CODE"
"has that id and if yes deliver the message to them";"-"
"if we got here then to is simply someone in our contact";"-"
"list so let s just echo the message";"CODE"
"do nothing if the call is already ended";"CODE"
"add our unregistration listener";"CODE"
"if this is a volatile contact then we haven t really subscribed to";"CODE"
"them so we d need to do so here";"TASK"
"first tell everyone that the volatile contact was removed";"OUTD"
"now subscribe";"-"
"now tell everyone that we ve added the contact";"TASK"
"ince we are not a real protocol we set the contact presence status";"IRRE"
"ourselves and make them have the same status as ours";"-"
"now check whether we are in someone else s contact list and modify";"-"
"our status there";"-"
"first set the status for contacts in this group";"CODE"
"this is a contact corresponding to another sip communicator";"CODE"
"provider so we won t change it s status here";"-"
"now call this method recursively for all subgroups";"CODE"
"we require authorizations in gibberish";"META"
"and finally pretend that the remote contact has granted us";"CODE"
"authorization";"META"
"if the request was not accepted return the contact";"CODE"
"if the newly added contact corresponds to another provider set their";"TASK"
"tatus accordingly";"-"
"otherwise since we are not a real protocol we set the contact";"IRRE"
"presence status ourselves";"-"
"notify presence listeners for the status change";"CODE"
"if the user id is our own id then this request is being routed to us";"CODE"
"from another instance of the gibberish provider";"CODE"
"check who is the provider sending the message";"CODE"
"check whether they are in our contact list";"-"
"and if not add them there as volatile";"TASK"
"and now handle the request";"CODE"
"if userid is not our own try a check whether another provider";"CODE"
"has that id and if yes deliver the request to them";"CODE"
"if we got here then to is simply someone in our contact";"-"
"list so let s just simulate a reciproce request and generate";"CODE"
"a response accordingly";"CODE"
"pretend that the remote contact is asking for authorization";"CODE"
"and now pretend that the remote contact has granted us";"CODE"
"authorization";"META"
"ince we don t have any server we ll simply resolve the contact";"CODE"
"ourselves as if we ve just received an event from the server telling";"CODE"
"us that it has been resolved";"-"
"ince we are not a real protocol we set the contact presence status";"IRRE"
"ourselves";"-"
"if parent is null then we re adding under root";"TASK"
"end event notifications saying that all our buddies are";"CODE"
"offline the icq protocol does not implement top level buddies";"TASK"
"nor subgroups for top level groups so a simple nested loop";"IRRE"
"would be enough";"-"
"first create the new volatile contact";"IRRE"
"check whether a volatile group already exists and if not create";"IRRE"
"one";"-"
"if the parent volatile group is null then we create it";"IRRE"
"now add the volatile contact instide it";"TASK"
"if the user id is owr own id then this message is being routed to us";"CODE"
"from another instance of the gibberish provider";"CODE"
"check who is the provider sending the message";"CODE"
"check whether they are in our contact list";"-"
"and if not add them there as volatile";"TASK"
"and now fire the message received event";"-"
"if userid is not our own try a check whether another provider";"CODE"
"has that id and if yes deliver the message to them";"-"
"if we got here then to is simply someone in our contact";"-"
"list so let s just echo the message";"CODE"
"make sure we haven t seen this account id before";"CODE"
"first store the account and only then load it as the load generates";"CODE"
"an osgi event the osgi event triggers through the ui a call to the";"IRRE"
"protocolproviderservice register method and it needs to acces";"TASK"
"the configuration service and check for a stored password";"CODE"
"make sure the specified arguments are valid";"-"
"if the given accountid doesn t correspond to an existing account";"CODE"
"we return";"IRRE"
"kill the service";"-"
"first store the account and only then load it as the load generates";"CODE"
"an osgi event the osgi event triggers trhgough the ui a call to";"IRRE"
"the register method and it needs to acces the configuration service";"TASK"
"and check for a password";"CODE"
"we store again the account in order to store all properties added";"TASK"
"during the protocol provider initialization";"IRRE"
"we store the modified account registration";"-"
"initialize the presence operation set";"IRRE"
"register it once again for those that simply need presence and";"IRRE"
"won t be smart enough to check for a persistent presence";"CODE"
"alternative";"-"
"initialize the im operation set";"IRRE"
"initialize the typing notifications operation set";"IRRE"
"initialize the basic telephony operation set";"IRRE"
"initialize the telephony conferencing operation set";"IRRE"
"we don t really need a password here since there s no server in";"CODE"
"gibberish but nevertheless we ll behave as if we did";"META"
"verify whether a password has already been stored for this account";"CODE"
"if we don t retrieve it from the user through the security authority";"CODE"
"create a default credentials object";"IRRE"
"request a password from the user";"CODE"
"extract the password the user passed us";"-"
"the user didn t provide us a password canceled the operation";"-"
"if the user indicated that the password should be saved we ll ask";"CODE"
"the proto provider factory to store it for us";"CODE"
"do the unregistration";"CODE"
"we re shutting down so we need to silence the exception here";"CODE"
"verify whether the user wants to avoid online testing";"CODE"
"the following should only be run when we want online testing";"CODE"
"first obtain a reference to the provider factory";"CODE"
"this really shouldhn t occur as the filter expression is static";"CODE"
"keep the reference for later usage";"CODE"
"find the protocol providers exported for the two accounts";"CODE"
"make sure we found a service";"-"
"again make sure we found a service";"-"
"ave the service for other tests to use";"IRRE"
"get the operation set presence here";"IRRE"
"if still null then the implementation doesn t offer a presence";"TASK"
"operation set which is unacceptable for gibberish";"IRRE"
"lets do it once again for the second provider";"CODE"
"get the operation set presence here";"IRRE"
"if still null then the implementation doesn t offer a presence";"TASK"
"operation set which is unacceptable for gibberish";"IRRE"
"first delete the groups";"CODE"
"then delete contacts if any in root list";"CODE"
"delete groups";"CODE"
"then delete contacts if any in root list";"CODE"
"first obtain a reference to the provider factory";"CODE"
"this really shouldhn t occur as the filter expression is static";"CODE"
"keep the reference for later usage";"CODE"
"make sure the account is empty";"-"
"prepare the properties of the first gibberish account";"-"
"try to install an account with a null account id";"CODE"
"that s what had to happen";"-"
"now really install the accounts";"-"
"try to install one of the accounts one more time and verify that an";"CODE"
"excepion is thrown";"CODE"
"that s what supposed to happen";"-"
"verify that the provider factory is aware of our installation";"-"
"verify protocol providers corresponding to the new account have";"CODE"
"been properly registered with the osgi framework";"-"
"this really shouldhn t occur as the filter expression is static";"CODE"
"optional";"-"
"optional";"-"
"et the global providerbundle reference that we will be using";"CODE"
"in the last series of tests account uninstallation persistency";"IRRE"
"verify that the provider is no longer available";"OUTD"
"make sure we didn t see a service";"-"
"verify that the provider factory knows that we have uninstalled the";"-"
"provider";"-"
"now reinstall the bundle";"-"
"et the global providerbundle reference that we will be using";"CODE"
"in the last series of tests account uninstallation persistency";"IRRE"
"make sure that the provider is there again";"-"
"verify that the provider is no longer available";"OUTD"
"make sure we didn t see a service";"-"
"we re the ones who ve reinstalled the factory so it s our";"-"
"responsibility to update the fixture";"CODE"
"verify that the provider is also restored in the provider factory";"CODE"
"itself";"CODE"
"make sure no providers have remained installed";"CODE"
"make sure we didn t see a service";"-"
"verify that the provider factory knows that we have uninstalled the";"-"
"provider";"-"
"now reinstall the bundle and restart the provider";"-"
"verify that the provider is not reinstalled";"-"
"make sure we didn t retrieve a service";"-"
"and a nasty hack at the end delete the configuration file so that";"CODE"
"we get a fresh start on next run";"CODE"
"get the operation set presence here";"IRRE"
"we also need the presence op set in order to retrieve contacts";"IRRE"
"if the op set is null show that we re not happy";"IRRE"
"get the operation set presence here";"IRRE"
"if the op set is null show that we re not happy";"IRRE"
"the following 2 need to be run in the specified order";"CODE"
"the contact already exist its ok";"CODE"
"the contact already exist its ok";"CODE"
"add a msg listener and register to the op set and send an instant";"IRRE"
"msg from the tester agent";"IRRE"
"assert reception of a message event";"CODE"
"assert event instance of message received evt";"CODE"
"assert source contact testagent uin";"IRRE"
"assert messagebody body";"CODE"
"create the message";"IRRE"
"register a listener in the op set";"IRRE"
"register a listener in the tester agent";"IRRE"
"verify that the message delivered event was dispatched";"-"
"verify that the message has successfully arived at the destination";"-"
"a further test on message uid";"IRRE"
"a further test on message uid";"IRRE"
"the following 2 need to be run in the specified order";"CODE"
"posttestremovegroup needs the group created from";"IRRE"
"posttestcreategroup";"IRRE"
"rename";"-"
"create the contact list";"IRRE"
"get the operation set presence here";"IRRE"
"if still null then the implementation doesn t offer a presence";"TASK"
"operation set which is unacceptable for gibberish";"IRRE"
"lets do it once again for the second provider";"CODE"
"get the operation set presence here";"IRRE"
"if still null then the implementation doesn t offer a presence";"TASK"
"operation set which is unacceptable for gibberish";"IRRE"
"go through the contact list retrieved by the persistence presence set";"IRRE"
"and remove the name of every contact and group that we find there from";"CODE"
"the expected contct list hashtable";"-"
"when sending the offline message";"CODE"
"the sever creates a group notincontactlist";"IRRE"
"because the buddy we are sending message to is not in";"IRRE"
"the contactlist so this group must be ignored";"TASK"
"if we ve removed all the sub contacts remove the group too";"OUTD"
"whatever we now have in the expected contact list snapshot are groups";"CODE"
"that have been added by the testeragent but that were not retrieved";"TASK"
"by the persistent presence operation set";"IRRE"
"first clear the list";"-"
"first add a listener";"TASK"
"create the group";"IRRE"
"check whether we got group created event";"IRRE"
"check whether the group is retrievable";"-"
"when opearting with groups the group must have entries";"-"
"so changes to take effect otherwise group will be lost after loggingout";"-"
"first add a listener";"TASK"
"remove the group";"-"
"check whether we got group created event";"IRRE"
"check whether the group is still on the contact list";"TASK"
"first add a listener";"TASK"
"change the name and wait for a confirmation event";"CODE"
"examine the event";"-"
"check whether the group is still on the contact list";"TASK"
"make sure that we could find the group by its new name";"CODE"
"contactlist trim length 6 at least 4 for a uin 1 for the";"CODE"
"dot and 1 for the grp name";"CODE"
"go over all group uin tokens";"CODE"
"check if we ve already seen this group and if not add it";"CODE"
"now init the list";"IRRE"
"go over all groups in the contactstoadd table";"TASK"
"tore the created contact list for later reference";"CODE"
"get the operation set presence here";"IRRE"
"if the op set is null then the implementation doesn t offer a presence";"TASK"
"operation set which is unacceptable for gibberish";"IRRE"
"do it once again for the second provider";"CODE"
"get the operation set presence here";"IRRE"
"if the op set is null then the implementation doesn t offer a presence";"TASK"
"operation set which is unacceptable for gibberish";"IRRE"
"return an almost empty suite if we re running in offline mode";"CODE"
"the only test around here that we could run without net";"IRRE"
"connectivity";"-"
"clear the lists before subscribing users";"CODE"
"first posttestsubscribe to be sure that contacts are in the";"IRRE"
"list so we can further continue and test presences each other";"IRRE"
"now test unsubscribe";"IRRE"
"first create a local list containing the presence status instances";"IRRE"
"upported by the underlying implementation";"TASK"
"first register a listener to make sure that all corresponding";"-"
"events have been generated";"-"
"change the status";"-"
"test event notification";"IRRE"
"verify that the operation set itself is aware of the status change";"IRRE"
"check whether the server returned the status message that we ve set";"IRRE"
"verify that the operation set itself is aware of the new status msg";"CODE"
"first create a local list containing the presence status instances";"IRRE"
"upported by the underlying implementation";"TASK"
"first we will reject";"-"
"second we will accept";"-"
"fix from no on accept all subscription request for the two tested accounts";"CODE"
"make the user agent tester change its states and make sure we are";"IRRE"
"notified";"-"
"in case we are by any chance already in that status we ll";"CODE"
"be changing to something else";"-"
"now do the actual status notification testing";"IRRE"
"we may already have the event but it won t hurt to check";"META"
"don t require equality between the reported old presencestatus and";"CODE"
"the actual presence status of the tester agent because a first";"IRRE"
"notification is not supposed to have the old status as it really was";"-"
"first create a subscription and verify that it really gets created";"IRRE"
"don t want any more events";"OUTD"
"make the user agent tester change its states and make sure we don t";"IRRE"
"get notifications as we re now unsubscribed";"-"
"in case we are by any chance already in that status we ll";"CODE"
"be changing to something else";"-"
"now do the actual status notification testing";"IRRE"
"we may already have the event but it won t hurt to check";"META"
"iterate through all supported statuses and return the one with the";"CODE"
"highest connectivity index";"-"
"iterate through all supported statuses and return the one with the";"CODE"
"highest connectivity index";"-"
"if the user has specified event details and the received";"-"
"event does not match then ignore it";"CODE"
"receiving auth request";"CODE"
"will wait as a normal user";"-"
"get the operation set presence here";"IRRE"
"if the op set is null then the implementation doesn t offer a typing n";"TASK"
"operation set which is unacceptable";"IRRE"
"we also need the presence op set in order to retrieve contacts";"IRRE"
"if the op set is null show that we re not happy";"IRRE"
"get the operation set presence here";"IRRE"
"if the op set is null then the implementation doesn t offer a typing n";"TASK"
"operation set which is unacceptable for";"IRRE"
"we also need the presence op set in order to retrieve contacts";"IRRE"
"if the op set is null show that we re not happy";"IRRE"
"be sure that contacts are in their lists";"CODE"
"the contact already exist its ok";"CODE"
"the contact already exist its ok";"CODE"
"the following 2 need to be run in the specified order";"CODE"
"send message so request for receiving notifications also to be set";"CODE"
"check event dispatching";"-"
"check event dispatching";"-"
"private class joustsimtypingeventcollector";"CODE"
"implements icbmlistener typinglistener";"TASK"
"private list collectedtypinginfo new linkedlist";"CODE"
"public void gottypingstate conversation conversation";"CODE"
"typinginfo typinginfo";"-"
"logger debug conversation getbuddy sent typing info";"-"
"typinginfo gettypingstate";"-"
"synchronized this";"CODE"
"collectedtypinginfo add typinginfo";"TASK"
"notifyall";"-"
"public void waitforevent long waitfor";"CODE"
"synchronized this";"CODE"
"if collectedtypinginfo size 0";"-"
