clean_comment;v1;v2;v3;v4;v5;v6;label
operation set which is unacceptable for gibberish;-2.3706872;0.7466579;2.3854218;4.163375;0.9339126;-5.199991;IRRE
do it once again for the second provider;-1.0462314;-5.1867356;2.326219;0.14451633;3.1032004;-1.4853255;CODE
get the operation set presence here;5.6716013;-1.7458739;-2.6529322;1.0007033;0.10415705;-0.8559568;IRRE
if the op set is null then the implementation doesn t offer a presence;-15.631354;-8.875747;-0.22762437;-1.9899656;-2.9081078;3.8150105;TASK
operation set which is unacceptable for gibberish;-2.3706872;0.7466579;2.3854218;4.163375;0.9339126;-5.199991;IRRE
return an almost empty suite if we re running in offline mode;-8.7334385;-6.400726;-0.41375136;0.14372958;-1.425793;3.272105;CODE
the only test around here that we could run without net;-7.789409;-3.7055287;9.566368;0.1504975;5.7691;-1.9894539;IRRE
connectivity;14.785964;0.22599643;0.023555763;0.062382653;0.41447377;0.6410369;-
clear the lists before subscribing users;2.8953097;-3.345315;-3.868226;3.2838922;2.8668475;-2.2579987;CODE
first posttestsubscribe to be sure that contacts are in the;-7.006714;-5.3427114;0.07503376;6.201047;1.2440876;-0.5225462;IRRE
list so we can further continue and test presences each other;-11.029616;-4.7965374;0.6971867;1.4077873;7.878709;-4.3089457;IRRE
now test unsubscribe;10.628758;0.7857203;1.0670685;-3.143555;3.1853175;0.73037463;IRRE
first create a local list containing the presence status instances;-2.7302873;-3.5270584;-6.9712777;3.7716956;-0.9318127;-7.231062;IRRE
upported by the underlying implementation;4.4174595;-2.7751455;2.3376992;2.4773984;0.47806263;-3.2469177;TASK
first register a listener to make sure that all corresponding;-2.6272852;-7.059174;-2.728073;2.3685474;3.3881464;-2.777688;-
events have been generated;9.231529;-3.0473776;0.5897598;-0.95704544;0.44160375;0.76043916;-
change the status;13.724134;-1.2476958;-0.61195385;-0.8241727;0.30445966;0.82171667;-
test event notification;11.005339;0.6915437;-0.93523085;-2.4448013;1.2799892;-0.34264144;IRRE
verify that the operation set itself is aware of the status change;-8.51852;-6.442137;-2.3834662;2.3057384;-1.3562329;-3.4442039;IRRE
check whether the server returned the status message that we ve set;-7.386713;-6.184686;-5.6482544;1.4510335;-4.018243;6.0564213;IRRE
verify that the operation set itself is aware of the new status msg;-10.787827;-5.4146843;-3.555231;2.421337;-1.7666006;-3.3317065;CODE
first create a local list containing the presence status instances;-1.5922126;-3.2862806;-6.4810524;2.8856587;-0.8991232;-6.7903132;IRRE
upported by the underlying implementation;5.0790925;-2.5847723;2.207203;1.6806321;0.416364;-3.071069;TASK
first we will reject;8.969215;-0.89866;2.385381;-3.3236809;2.1210148;3.158599;-
second we will accept;8.97133;-1.1086178;3.0927958;-2.6860316;0.65332687;1.7144406;-
fix from no on accept all subscription request for the two tested accounts;-15.733435;-1.3005078;-1.5198227;-1.6437693;2.1605706;-8.833864;CODE
make the user agent tester change its states and make sure we are;-13.180188;-6.3899403;-2.7269814;1.1590388;4.0740347;-2.4284241;IRRE
notified;14.120228;-0.6241067;2.6462548;-2.345807;0.71259254;0.42586437;-
in case we are by any chance already in that status we ll;-21.054924;-10.557308;8.122895;-4.983898;1.3820269;6.45461;CODE
be changing to something else;6.2659516;-1.3595808;4.0446606;-1.497223;0.96847546;-0.19630343;-
now do the actual status notification testing;3.3032544;-2.4254203;-0.37792373;1.123391;3.2541695;-0.95021784;IRRE
we may already have the event but it won t hurt to check;-18.862825;-7.027694;13.083321;-7.245942;2.5416372;0.5646122;META
don t require equality between the reported old presencestatus and;-5.963298;-2.0818608;3.3946862;3.9796677;1.1404357;-4.473737;CODE
the actual presence status of the tester agent because a first;-5.788281;-3.3429837;-2.1034217;3.0483742;-3.171482;-5.628335;IRRE
notification is not supposed to have the old status as it really was;-12.902777;-7.6967387;7.530038;-1.864608;0.89431185;-0.9516335;-
first create a subscription and verify that it really gets created;-6.4035125;-6.059018;-2.1644926;-0.6153106;2.3619971;0.61480826;IRRE
don t want any more events;4.9526277;-3.89393;4.5524373;-2.0817971;1.5991478;-0.21054189;OUTD
make the user agent tester change its states and make sure we don t;-15.753054;-6.6320734;-0.08706146;-0.88371396;4.0167294;-2.1198692;IRRE
get notifications as we re now unsubscribed;1.117961;-4.3349934;1.0754675;0.34491265;3.2141485;1.9483619;-
in case we are by any chance already in that status we ll;-18.972893;-9.931585;7.667159;-5.2512665;1.2741613;6.0379705;CODE
be changing to something else;6.7410502;-1.2749934;3.8295197;-1.9663365;0.8856138;-0.22092235;-
now do the actual status notification testing;3.9528332;-2.2782466;-0.33333218;0.49922678;3.0370622;-0.93111247;IRRE
we may already have the event but it won t hurt to check;-18.862825;-7.027694;13.083321;-7.245942;2.5416372;0.5646122;META
iterate through all supported statuses and return the one with the;-0.575232;-6.781067;-6.0481954;1.3326046;-0.23428442;-3.5188653;CODE
highest connectivity index;9.205574;1.2228496;-0.06908056;-0.37739977;-1.1925018;-0.54654384;-
iterate through all supported statuses and return the one with the;-0.575232;-6.781067;-6.0481954;1.3326046;-0.23428442;-3.5188653;CODE
highest connectivity index;9.205574;1.2228496;-0.06908056;-0.37739977;-1.1925018;-0.54654384;-
if the user has specified event details and the received;-0.8164539;-5.8154197;-7.158922;2.8220668;-5.8585615;5.363449;-
event does not match then ignore it;2.8867304;-2.6618938;2.413407;-1.1223543;0.77022135;3.1090436;CODE
receiving auth request;10.274603;0.06111882;-2.6029491;-1.2371427;0.44472;1.5193377;CODE
will wait as a normal user;5.2027926;-2.2410421;1.3142769;-1.3593689;0.566237;0.46757695;-
get the operation set presence here;6.180535;-1.6379557;-2.4736001;0.3836402;0.07266456;-0.8422874;IRRE
if the op set is null then the implementation doesn t offer a typing n;-13.2292;-5.871008;1.7217938;-4.4166436;-4.4828496;2.6045377;TASK
operation set which is unacceptable;6.675468;-1.000896;-1.3237265;0.22827183;-0.37776917;-1.3984146;IRRE
we also need the presence op set in order to retrieve contacts;-7.5240717;-5.324565;2.535593;-1.0865347;4.570977;-3.2440028;IRRE
if the op set is null show that we re not happy;-12.746024;-6.669755;3.2660806;0.36596262;-1.2394316;7.274824;IRRE
get the operation set presence here;6.180535;-1.6379557;-2.4736001;0.3836402;0.07266456;-0.8422874;IRRE
if the op set is null then the implementation doesn t offer a typing n;-13.2292;-5.871008;1.7217938;-4.4166436;-4.4828496;2.6045377;TASK
operation set which is unacceptable for;5.9231153;-1.6735628;-0.40849563;0.17706044;0.26014024;-2.23672;IRRE
we also need the presence op set in order to retrieve contacts;-7.5240717;-5.324565;2.535593;-1.0865347;4.570977;-3.2440028;IRRE
if the op set is null show that we re not happy;-12.746024;-6.669755;3.2660806;0.36596262;-1.2394316;7.274824;IRRE
be sure that contacts are in their lists;1.8613831;-5.157369;0.6561201;0.13077013;0.39193654;-1.8209329;CODE
the contact already exist its ok;4.685357;-1.8501897;-0.55553585;-0.5718957;-1.5834899;3.4948509;CODE
the contact already exist its ok;1.7157761;-2.444475;-0.8456351;2.1683538;-1.9371133;4.7602673;CODE
the following 2 need to be run in the specified order;-8.891014;-4.9750495;4.3472905;3.3129547;-1.4023764;-8.939753;CODE
send message so request for receiving notifications also to be set;-10.28153;-6.1461973;-6.0713043;4.0397086;4.4745483;-2.1710024;CODE
check event dispatching;9.035047;-0.6103568;-1.8826656;2.031477;2.5404778;1.4371154;-
check event dispatching;9.035047;-0.6103568;-1.8826656;2.031477;2.5404778;1.4371154;-
private class joustsimtypingeventcollector;3.3109534;6.168728;5.5152125;5.274193;5.4032063;-6.098007;CODE
implements icbmlistener typinglistener;1.93405;6.923459;3.992156;5.1198416;5.2851734;-3.3963168;TASK
private list collectedtypinginfo new linkedlist;1.295453;8.27029;-2.3351502;9.260862;6.615262;-2.917789;CODE
public void gottypingstate conversation conversation;2.4185345;4.989794;-1.3528098;8.072449;5.5923123;4.1725883;CODE
typinginfo typinginfo;8.674501;3.6917486;0.99367005;3.3426218;3.8342881;1.30065;-
logger debug conversation getbuddy sent typing info;-8.171009;16.806454;-6.411342;6.600403;7.616129;2.7109962;-
typinginfo gettypingstate;4.70841;7.51711;-2.2374434;9.660038;5.41664;2.5727239;-
synchronized this;15.788209;-0.81522316;1.5353206;-0.89274955;1.828968;1.2710829;CODE
collectedtypinginfo add typinginfo;3.7856145;5.344595;-2.813257;7.973718;5.773612;-0.6598469;TASK
notifyall;14.835014;-0.2926281;0.68391275;-1.2828608;2.800188;0.4815682;-
public void waitforevent long waitfor;3.542229;3.566167;-2.5967755;8.251216;9.724823;4.2229958;CODE
synchronized this;16.10642;-1.0138586;1.7885269;1.0028865;2.333769;1.6857524;CODE
if collectedtypinginfo size 0;1.1864108;5.479762;-1.8394586;10.991113;-0.3490541;9.432137;-
logger trace evt already received;2.0042562;1.3044033;-2.839736;5.264555;1.8279715;3.1710322;CODE
collectedtypinginfo;11.30954;2.3711314;1.0656978;8.163773;2.8346424;-2.0318403;-
return;15.440632;-0.5798015;1.5206867;-4.5036993;0.113591366;-0.09434171;IRRE
try;15.60168;-0.07872558;1.7745781;-4.138072;0.6954771;1.1775935;CODE
wait waitfor;9.723145;2.4522493;-0.487881;4.4093504;3.1225157;4.6248417;CODE
catch interruptedexception ex;1.4432448;6.312688;3.6193862;8.08837;4.0337744;0.2921869;CODE
logger debug;12.85302;1.4103014;-0.39021105;-5.572326;0.84797317;0.7327861;-
interrupted while waiting for a subscription evt ex;0.45939684;-2.008417;0.266643;0.027140154;2.805872;2.4182825;CODE
the follwoing methods only have dummy implementations here as they;-10.333761;-3.4192348;6.5299964;2.4222467;6.4037466;-5.5849414;TASK
do not interest us complete implementatios are provider in the;-7.843247;0.22098082;5.992132;3.8772173;4.461464;-4.7174816;CODE
basic instant messaging operation set;7.3423743;3.9720104;-1.4668444;-1.3495336;0.55126345;-1.5892894;IRRE
public void buddyinfoupdated icbmservice service screenname buddy;-3.8931453;15.508266;-2.6628284;7.6821547;4.1226397;1.7392063;CODE
icbmbuddyinfo info;10.121732;4.389386;2.2728;-0.25412917;0.7416015;-1.1643443;-
public void conversationclosed conversation c;10.059758;1.9251245;-0.9646089;-0.74174994;1.8562291;3.000616;CODE
public void gotmessage conversation c messageinfo minfo;0.61783147;9.560896;-2.796994;3.4887834;3.45399;5.4957438;CODE
public void gototherevent conversation conversation;5.4952683;2.8389137;-0.08316498;3.575934;3.6033132;2.5868607;CODE
conversationeventinfo event;9.897467;2.9797206;-1.3899113;1.7620584;0.86442184;1.0569286;-
public void sentotherevent conversation conversation;5.639311;2.860649;-0.12008686;3.7542448;4.0283327;1.4890198;CODE
conversationeventinfo event;9.897467;2.9797206;-1.3899113;1.7620584;0.86442184;1.0569286;-
public void cansendmessagechanged conversation c boolean cansend;-2.3326929;10.0298395;-1.5257199;5.8058844;6.486046;5.544907;CODE
public void conversationopened conversation c;9.621316;1.7490655;-1.050268;0.031589344;2.0324383;3.0642495;CODE
public void newconversation icbmservice service conversation conv;0.8100368;12.66916;-4.6463137;5.166142;5.8559732;2.5441365;CODE
public void sentmessage conversation c messageinfo minfo;2.897555;8.01288;-2.0662699;1.3919394;3.5524302;3.3854442;CODE
add an event collector that will collect all events during the;0.25376406;-5.253954;-4.6692433;1.366614;2.5117521;-5.0801272;TASK
registration and allow us to later inspect them and make sure;-7.8703156;-6.4081793;2.930775;-3.053932;6.4084234;-4.4281497;-
they were properly dispatched;7.346374;-3.156588;3.2337384;-2.8474364;0.81132853;0.7328249;-
register both our providers;10.788702;-1.7299051;-0.6314874;-3.4901643;1.5483904;-0.44962916;-
give it enough time to register we won t really have to wait all this;-19.050293;-7.3375998;7.8138647;-5.6200485;7.7723594;-1.322296;CODE
time since the registration event collector would notify us the moment;-4.143789;-5.6928673;-0.15498172;1.5374577;2.1823752;-1.539487;-
we get signed on;9.807267;-0.87826353;2.0380437;-3.2298057;-0.83663523;1.6217253;CODE
make sure that the registration process trigerred the corresponding;-8.616776;-7.2714114;0.6235111;5.8128214;1.5690016;-3.2695534;-
events;15.297005;-0.36645722;0.51640016;-3.9480102;0.6818946;0.46922746;-
now the same for provider 2;4.5869527;0.17591554;4.602774;1.456352;0.7914141;-0.87749547;CODE
make sure that keys which are supposed to be class names correspond;-9.937595;-7.2821827;-1.4671192;0.2628927;-0.98418146;-4.446795;CODE
what the class of the values recorded against them;-3.3493345;-5.9468093;-0.8105427;3.9960124;-3.2056844;-4.8506947;IRRE
user is local user remove listener;4.76721;2.227686;-3.6665907;1.8822261;2.5816088;5.3608017;-
errors signal fatal situation so assume connection is lost and;-8.022439;-0.92343754;2.5466022;2.1306834;5.459773;2.2589421;CODE
unregister;14.225029;0.16150305;0.58549863;-4.218609;1.7887636;0.65217316;-
errors signal fatal situation so assume connection is lost and;-8.022439;-0.92343754;2.5466022;2.1306834;5.459773;2.2589421;CODE
unregister;14.225029;0.16150305;0.58549863;-4.218609;1.7887636;0.65217316;-
fifo query list to be shared between presence watcher task and;-6.6646366;2.5507188;-4.943672;6.166568;2.9195933;-7.06251;TASK
presence reply listener;12.361013;1.4348954;-1.467611;-3.1903913;1.2568072;0.77061015;-
the ison reply contains the most overhead so base the maximum;-11.504816;-4.005562;-0.036713414;4.4817805;-0.18545838;-4.863545;IRRE
number of nicks limit on that;3.813285;-2.0760374;-3.9392233;2.726377;-2.971681;-1.4412982;-
initialize new data types;9.843344;0.5070166;-2.3960333;-1.5460496;1.1593634;-1.5304418;IRRE
send remaining entries;11.734486;-2.2264652;-1.2094059;0.7625167;0.70596015;0.8145548;CODE
if no query list exists we can only update nicks that;-6.676451;-4.913105;-3.7254784;2.3629541;-0.98765;6.2241273;CODE
are online since we do not know who we have actually;-13.240427;-10.252029;7.2321978;-0.75934076;3.4258213;5.977096;META
queried for;13.202015;0.036599517;4.457316;0.04394211;0.6278427;-0.12503044;CODE
stop presence watcher task;8.857771;1.5436063;-1.1872106;-1.3132701;2.4996238;0.24044888;TASK
stop presence watcher task;8.857771;1.5436063;-1.1872106;-1.3132701;2.4996238;0.24044888;TASK
stop presence watcher task;8.857771;1.5436063;-1.1872106;-1.3132701;2.4996238;0.24044888;TASK
user is some other user so check if we are watching that nick;-13.596195;-7.0744476;-2.0424216;-2.743126;0.7184813;6.383337;IRRE
parse isupport parameters;9.634171;1.9828074;-2.9489048;1.0379729;0.31221938;0.6959162;IRRE
if we already joined this particular chatroom no further action;-13.2083645;-5.316693;0.0918299;4.2055254;0.8530693;9.527459;CODE
is required;13.817302;-0.71760267;1.8995694;-3.4189975;-0.19050805;0.35249153;CODE
verify max channel limit based on server parameters isupport;-7.2662873;1.2168932;-7.08129;6.167904;1.2387403;-0.50779814;IRRE
todo refactor this ridiculous nesting of functions and;-13.586153;1.5001441;15.224798;2.2899454;10.737564;-12.92944;CODE
classes;14.900351;0.23651981;0.5952156;-6.144882;0.24083973;-0.18255717;IRRE
we joined another chat room than the one;-3.7795544;-5.3377805;-0.91925156;3.370376;-3.6906996;2.7949042;-
we requested initially;8.523921;-2.0560582;3.9917302;-1.4832038;0.19581263;3.3096433;IRRE
remove original chat room id from;4.7169995;-0.08978706;-4.7100415;2.7197661;-1.7066894;0.1843639;CODE
joined list since we aren t actually;-6.9721055;-7.800392;7.812915;6.2430606;0.4494118;2.923585;META
attempting to join this room anymore;-4.1194453;-6.7657275;2.0354278;5.6570425;2.109033;4.953309;CODE
notify waiting threads of finished;3.119006;-6.2691545;-3.3964624;4.8025546;4.8573875;1.0243515;TASK
execution;15.162479;-0.40122253;0.3382499;-2.1385243;0.335476;0.90274906;-
the channel that we were forwarded to;-3.336139;-8.631923;-3.8553638;6.5631914;-4.0680985;5.462021;CODE
will be handled by the server listener;-1.431507;-5.3747787;-0.3483372;4.452959;5.2079945;-2.4042172;-
since the channel join was unannounced;-5.3408895;-8.099633;2.592494;7.324467;0.19148658;7.916291;-
and we are done here;-0.3687912;-7.7278485;8.847221;-0.75766206;3.2656317;4.517573;CODE
in any case issue the local user;-2.0975652;-6.501336;2.5065908;4.159162;1.3760026;1.1317627;CODE
presence since the irc library notified;-0.25791413;-0.74610084;2.1422973;6.4308615;2.8836102;-0.48247802;CODE
us of a successful join we should wait;-7.875167;-5.568235;4.5593987;2.7955494;3.1034732;5.7668777;-
as long as possible though first we need;-12.826402;-5.2213616;12.652098;2.1324198;2.057765;3.736933;CODE
to fill the list of chat room members and;-2.6820958;-4.066906;-8.310616;7.1022305;-2.5308018;-4.945302;-
other chat room properties;6.8595395;2.3745327;-2.2393193;0.59703946;-0.3111836;-0.44179323;-
notify waiting threads of finished;4.140784;-5.692454;-3.0533876;3.5054207;4.3758273;0.8752377;TASK
execution;15.088867;-0.35701507;0.34363487;-2.7989018;0.26590583;0.7667746;-
notify waiting threads of finished;7.334041;-3.8904989;-1.9811672;-0.5471574;2.871245;0.40912482;TASK
execution;14.858903;-0.21884808;0.36047977;-4.8629007;0.048367746;0.34195176;-
wait until async channel join operation has finished;0.55567694;-1.6019138;-4.7675595;0.008885189;1.8956661;3.8594918;TASK
todo how to handle 480 j channel throttle exceeded;-2.5221183;2.3884168;4.7881355;-0.70759773;2.021789;-0.3865457;TASK
channel nicks end of list indicates the end of a nick list as;-13.253971;-3.1915507;-9.29301;0.6293019;-7.909749;-3.509682;CODE
you will receive when joining a channel this is used as the;-7.0115714;-5.144039;-0.31818128;1.4906343;1.5580184;1.0114412;CODE
indicator that we have joined a channel now we have to;-10.247657;-6.0604744;1.8232169;-0.2484905;-0.6033015;5.355306;-
determine whether or not we already know about this;-2.3046162;-7.219291;-0.094702356;-1.9074285;-0.30931076;3.5587761;CODE
particular join attempt if not we continue to inform jitsi;-13.240898;-2.383092;5.002301;5.205618;5.7150426;1.1799283;CODE
and to create a listener for this new chat room;0.4123298;-1.8680314;-3.4540715;1.9015551;0.2874145;-2.7029636;CODE
synchronize the section that checks then adds a chat;-0.43559912;-4.5173836;-2.5343957;3.2297149;3.6380072;-3.9711866;TASK
room this way we can be sure that there are no 2;-8.180391;-7.886839;7.064809;-2.2124987;1.2075164;0.23341042;CODE
simultaneous creation events;9.038402;0.9090247;0.5502336;-2.566186;1.9159847;-1.9513459;-
we aren t currently attempting to join so this join is;-8.356534;-8.119974;6.354995;-1.8909342;2.7625911;6.9129553;CODE
unannounced;12.657904;0.54319346;3.917151;-0.21415906;1.129271;0.6518188;-
assuming that at the time that nicks end of list is;-9.671158;-6.5950956;3.7276168;2.742626;-1.4013509;3.6423678;CODE
propagated the channel join event has been completely;-4.7151327;-5.6709867;-0.388461;6.520791;1.0642517;-0.9303696;CODE
handled by ircapi;9.154441;1.7216595;2.654601;-1.9325466;0.22878616;-0.6757717;CODE
when the account has been disabled the chat room may return;-4.450931;-4.916775;-2.2118459;1.3219838;-1.9390825;5.4700155;CODE
null if that is not the case continue handling;-7.7560215;-3.5389361;5.8460445;2.6819353;0.5881854;2.9862108;CODE
if for some reason we missed the message that we aren t;-15.553217;-8.646743;8.931675;-0.5591479;-2.7151008;10.744457;CODE
joined anymore to this particular chat room correct;-3.2993052;-1.9552177;0.689568;4.507021;-0.29634124;-1.8500748;OUTD
our problem asap;9.248444;-0.9271358;5.85238;-0.5100552;1.2377826;-0.14199102;-
we need at least 6 components in order to process this;-5.175281;-7.023387;6.2876124;0.4201811;0.60511655;-2.017232;CODE
message correctly so stop processing if this is not the;-8.669041;-8.303278;0.9325031;4.335714;-0.41453636;4.035507;CODE
case or if this reply was not targeted at this channel;-9.21137;-6.644491;-0.37688988;4.5954366;-5.922097;6.2275496;CODE
if there is no change in status do not fire member;-11.412066;-7.132412;-2.1293025;1.8586295;-2.1573975;10.481158;CODE
property change event;10.342405;2.1600108;-1.5746368;-1.7999847;1.0001475;0.03090033;-
mode change actually caused a role change;-0.92787004;0.03784641;0.9588436;3.1438339;-1.4530947;0.7180865;META
mode change did not cause an immediate role change;-7.6455064;-0.8398523;1.8076085;3.951105;-0.39853674;1.182266;-
display a system message for the mode change;0.90898067;-4.633773;-5.322031;4.2323895;-1.9859113;-4.352535;CODE
todo server is now easily fakeable if someone;-8.84742;-0.36947232;11.238395;1.2055843;9.605572;-0.8795409;TASK
calls himself server there should be some other way;-8.051719;-3.0866392;5.225015;2.0281868;6.4057574;-0.5759432;IRRE
to represent the server if a message comes from;-2.7630293;-5.307004;-3.1954122;2.2505646;-4.130184;2.8748295;CODE
something other than a normal chat room member;-2.2618246;0.64745325;0.87343395;1.8116031;-5.1781445;0.4387507;-
todo created chat room member with creepy empty contact id;-12.821617;13.485117;-1.14653;5.0200605;3.5035641;0.31834236;TASK
interacting with this contact might screw up other sections;-13.653948;-1.6956365;8.217512;5.060583;5.7218275;-3.783002;CODE
of code which is not good is there a better way to represent;-15.518986;-4.9339857;14.381328;-3.3464441;4.406166;-4.23736;-
an irc server as a chat room member;-0.7813424;2.8214982;-2.1053305;2.3206005;-5.2460527;-1.7218088;-
check for default channel prefix explicitly just in case it isn t;-14.893945;-5.5078506;3.596768;0.4366356;-0.03573609;0.83746;CODE
listed as a channel type;7.881174;-0.574976;-0.24815102;-1.755346;-3.483723;-0.8821517;-
user s nick name is determined by the server connection not the;-6.778431;-0.036320873;-2.779161;1.4674764;-4.1841087;-0.02213481;CODE
individual chat rooms;10.508975;2.0191882;-1.514516;-1.2407049;-0.26070726;-0.23782827;-
todo check if channel status is invite only i if this is the;-12.523003;-0.17512462;0.57938397;-1.8337461;-1.0282073;4.360073;CODE
case user has to be channel operator in order to be able to invite;-17.902386;-5.6481924;0.820665;-3.6051545;-0.334068;0.6364145;CODE
some one;12.795805;0.035934664;1.5014743;-4.468648;-0.63452685;0.8987555;-
as we only send one message per line we ignore empty lines in;-16.048649;-6.3350773;-0.29563963;-5.0189695;-0.60919404;1.8980535;CODE
the incoming multi line message;8.0174885;-1.6834924;-2.451756;-0.8051715;-3.254047;-1.0868899;-
first update local state w r t member presence change;-9.415224;12.157737;2.6467757;6.6938467;-0.77097034;-0.3564854;CODE
todo currently voice membership;5.5261436;1.7423458;2.769433;-0.5037407;1.4421326;0.09929132;TASK
todo currently voice membership;5.5261436;1.7423458;2.769433;-0.5037407;1.4421326;0.09929132;TASK
todo also register contact address as interesting contact for;-3.425175;-0.70807356;-1.0259805;3.7312546;4.9121995;-2.9295526;CODE
presence status updates at ircconnection presencemanager;-1.9280001;6.946565;-4.867421;7.9254174;4.79401;0.21347024;CODE
ignore explicit set role operations since we only allow;-6.1227937;-4.470127;-0.5317178;2.6965058;4.175475;-2.594245;IRRE
modifications from the irc server;4.3223834;-0.40623456;-2.8021088;6.4479265;0.6334824;-1.4974446;CODE
search own contacts;10.23943;1.3207326;-0.29442817;-1.4452088;-0.68108505;-0.54230136;-
search in subgroups;11.524559;0.54690206;-0.9666051;-0.0032619995;0.7376455;-0.11586812;-
todo implement resolved status based on whether or not the nick name;-8.942522;-1.8461323;-2.062088;1.8551998;-0.20697443;-2.6137424;TASK
is registered and the nick is currently active according to the;-7.3706336;-6.9100285;-5.3387327;4.854354;-3.2947805;2.3180177;-
server i e nickserv;7.374402;5.6822996;1.9469559;-0.70552874;-3.610547;1.5236912;-
for now we consider the contact unresolved;-1.2651978;-4.736796;4.4654155;0.10665137;1.655665;1.9681199;CODE
start control char formatting;9.500721;2.7812262;-2.6484184;-1.8823056;-0.6221647;-0.67511696;CODE
unwind control chars looking for the cancelled control char;-3.2787473;-2.0781803;-4.504315;5.651124;0.13435145;-1.9295309;CODE
reapply remaining control characters;8.75131;0.31041127;-1.888543;0.6021858;-0.7145965;-1.6257948;CODE
query user s whois identity as perceived by the irc server;-10.157857;1.9197971;-2.8123298;5.790455;-1.9441614;-3.922123;CODE
this method should be as light weight as possible since it is called;-7.7394714;-4.888708;5.729302;-2.402032;2.0590014;-4.3577185;IRRE
from the constructor;11.374248;-1.2251921;1.5647647;-2.4314551;0.39369363;-0.5029187;CODE
we can only use whois info about ourselves to discover;-2.571778;-4.414593;4.9743814;-2.1818585;5.1692753;0.262607;-
our identity on the irc server so skip other whois;-5.9976077;-2.2149272;-0.7055114;2.3857393;1.2415682;0.2732092;-
replies;15.112196;0.20097084;1.6822522;-2.136355;-0.035075054;0.6944691;META
once the whois reply is processed and the identity is;-3.6068888;-5.6027656;-3.759356;1.0353513;-2.6142964;6.7906885;-
updated we can delete the listener as the purpose is;-3.9691882;-4.7633305;3.1601431;0.45275125;3.4949484;-0.46372765;CODE
fulfilled;14.761398;0.039910562;1.9774923;-3.176794;0.92261505;0.6022797;-
todo if available base equality on network identifier in;-2.2541249;1.3850005;0.3435141;2.1564274;1.4714224;0.1858969;TASK
rpl isupport;12.397236;1.4654994;3.895802;2.6158867;-0.087307274;0.8443532;-
if the account display name property has been set for this account;-8.23484;-6.8790417;-8.239296;3.9682102;-8.972864;3.8884616;CODE
we ll be using it as a display name;0.95090616;-3.911549;5.029207;-1.0059116;-1.4037795;0.4427672;-
construct our own account display name;5.4747896;-0.29799038;-2.9327226;-0.08928856;-0.34202123;-2.568563;CODE
register the irc provider factory;7.741575;-0.2473236;-3.9401126;0.8073765;0.6697394;-1.0606314;-
prepare an irc capability negotiator in case version 3 is allowed;-7.090936;-2.1427827;-4.6708035;2.2993395;-1.2221091;-2.7374153;META
install a listener for everything that is not directly related to a;-12.772578;-8.20455;-1.0474712;3.156376;-1.9070914;-4.83404;CODE
specific chat room or operation;7.728559;1.5021347;-2.4405851;-0.72945005;-1.7915677;-0.85912126;-
now actually connect to the irc server;0.5976414;-2.599482;-2.0908482;2.107389;2.7861547;1.6439878;META
instantiate identity manager for the connection;3.9067714;-1.9555354;-5.247362;5.342072;2.0527987;-1.2974774;CODE
instantiate message manager for the connection;5.0533476;-2.487459;-6.2996607;4.278848;2.3483639;-1.5215682;CODE
instantiate channel manager for the connection;4.741821;-2.0010715;-6.298272;4.420659;2.723518;-0.97728336;CODE
instantiate presence manager for the connection;4.002709;-2.2220242;-4.926778;5.2636666;2.0293956;-1.2145686;CODE
instantiate server channel lister;6.150517;2.3728657;-5.272292;2.3385534;3.2557333;-1.6458308;-
start connecting to the specified server;5.536692;-3.2607784;-6.645593;1.439854;-0.028105838;1.244883;-
todo implement connection timeout and a way to recognize that;-4.7217727;-2.2436724;5.7815046;0.90634924;7.849262;-2.2331347;TASK
the timeout occurred;12.428631;-3.055945;0.109094985;1.1175776;-0.6449482;2.5167694;-
disconnect might throw channelclosedexception shouldn t be a;-10.351167;3.625929;7.5378227;4.1594324;7.4463234;1.4155433;CODE
problem but for now lets log it just to be sure;-13.866304;-6.5205517;13.163455;-3.2648563;6.70594;-0.056306094;CODE
errors signal fatal situation so unregister and assume;-4.580678;-0.051453955;2.3591132;2.9936934;6.8790693;-0.9807969;IRRE
connection lost;13.341135;0.7180257;0.72737527;-3.669424;0.8870038;2.2335496;CODE
if listener is available inform of connection interrupt;-2.4856796;-2.3756938;-5.9336476;3.4096966;2.5023844;5.6101303;CODE
errors signal fatal situation so unregister and assume;-3.2271533;-0.04219342;2.216923;2.1017334;6.35598;-0.9552331;IRRE
connection lost;13.414207;0.67274094;0.7037638;-4.080384;0.7927778;2.0311613;CODE
if listener is available inform of connection interrupt;-1.2841308;-2.200087;-5.482176;2.4876733;2.2925355;5.164236;CODE
if listener is available inform of connection interrupt;-1.2841308;-2.200087;-5.482176;2.4876733;2.2925355;5.164236;CODE
if tracing is enabled register another listener that;-0.60349727;-4.8946805;-4.6129355;2.7512338;1.2345465;5.569934;CODE
logs all irc messages as published by the irc client;-3.9558172;-1.0394505;-8.12989;4.351203;-0.3511027;-3.5020742;CODE
library;15.279913;0.06973328;0.84062284;-6.066427;0.18007125;-0.13869914;CODE
synchronized ircapi instance passed on to the connection;-4.323705;0.0035104686;-3.1821573;5.046335;2.6493502;-3.4382725;CODE
instance;14.961586;-0.30978847;0.8247384;-6.0338783;0.015034562;-0.08334416;-
