"TASK"	"IRRE"	"OUTD"	"META"	"CODE"	"COMMENT_SMELL"
0	0	0	0	0	"name"
0	0	0	0	0	"}"
0	0	0	0	0	"}"
0	0	0	0	0	"}"
0	0	0	0	0	"}"
0	0	0	0	0	"}"
0	0	0	0	0	"}"
0	0	0	0	0	"}"
0	0	0	0	0	"'\""
0	0	0	0	0	"Then, log in using ``gh`` and run::"
0	0	0	0	0	"gh viewMilestone 26 > prs.json"
0	0	0	0	0	"This will generate ``prs.json``. Then, to generate the changelog, run::"
0	0	0	0	0	"python -m kivy.tools.changelog_parser prs.json changelog.md"
0	0	0	0	0	"to generate a markdown changelog at ``changelog.md``. Then, edit as desired"
0	0	0	0	0	"and paste into the"
0	0	0	0	0	"[changelog here](https://github.com/kivy/kivy/blob/master/doc/sources\"
0	0	0	0	0	"/changelog.rst)."
0	1	0	0	4	"print(f'Found no component label for #{n}')"
0	1	0	0	4	"print(f'Found more than one component label for #{n}')"
0	0	0	0	0	"======================="
0	0	0	0	0	"This provides a coverage plugin to measure code execution in kv files. To use,"
0	0	0	0	0	"create and add::"
0	0	0	0	0	"[run]"
0	0	0	0	0	"plugins ="
0	0	0	0	0	"kivy.tools.coverage"
0	0	0	0	0	"to the ``.coveragerc`` file in the root of your project. Or::"
0	0	0	0	0	"[coverage:run]"
0	0	0	0	0	"plugins ="
0	0	0	0	0	"kivy.tools.coverage"
0	0	0	0	0	"in ``setup.cfg``."
0	0	0	0	0	"Then you can test your project with e.g. ``pip install coverage`` followed by"
0	0	0	0	0	"``coverage run --source=./ kivy_app.py`` and ``coverage report``."
0	0	0	0	0	"Or to use with pytest, ``pip install pytest-cov`` followed by something like"
0	0	0	0	0	"``pytest --cov=./ .``"
0	0	0	0	0	"TODO: Expand kv statements measured."
0	0	0	0	0	"Currently, it ignores rules such as Widget creation or graphics object"
0	0	0	0	0	"creation from being measured. Similarly for import statements."
0	0	0	0	0	"KV code created as strings within a python file is also not measured. To"
0	0	0	0	0	"support the above, deeper changes will be required."
0	0	0	1	2	"# don't actually execute anything"
0	0	0	0	3	"from os.path import join as slash # just like that name better"
0	0	0	0	1	"# from here to the kivy top"
0	0	0	0	0	"image_dir = \"../images/examples/\" # relative to generation_dir"
0	0	0	0	1	"# Info is a dict built up from"
0	0	0	0	5	"# straight filename information, more from reading the docstring,"
0	0	0	1	2	"# and more from parsing the description text. Errors are often"
0	2	0	0	0	"# shown by setting the key 'error' with the value being the error message."
0	0	0	0	0	"#"
0	1	0	1	4	"# It doesn't quite meet the requirements for a class, but is a vocabulary"
0	0	0	0	3	"# word in this module."
0	0	0	0	0	"Yield info (dict) of each matching screenshot found walking the"
0	0	0	0	0	"directory dir_name. A matching screenshot uses double underscores to"
0	0	0	0	0	"separate fields, i.e. path__to__filename__py.png as the screenshot for"
0	0	0	0	0	"examples/path/to/filename.py."
0	0	0	0	0	"Files not ending with .png are ignored, others are either parsed or"
0	0	0	0	0	"yield an error."
0	0	0	0	0	"Info fields 'dunder', 'dir', 'file', 'ext', 'source' if not 'error'"
0	0	0	0	2	"continue # don't want to show ugly entries"
0	1	0	0	0	"# make text a set of long lines, one per paragraph."
1	0	0	0	1	"# add links where the files are referenced"
0	0	0	0	2	"# now break up text into array of paragraphs, each an array of lines."
1	0	0	0	0	"# ignore wrapping if .. note:: or similar block"
0	0	0	0	2	"# include images"
0	0	0	0	3	"# double separator if building on windows (sphinx skips backslash)"
0	0	0	0	0	"else: # code"
0	0	0	0	0	"# prevent highlight errors with 'none'"
0	1	0	0	1	"# Make sure all the directories has been created before"
1	0	0	0	2	"# trying to write to the file"
0	0	0	0	0	"# iOS 7"
0	0	0	0	0	"# iOS 6.1 and earlier"
0	0	0	0	0	"# iTunes artwork (ad-hoc)"
0	1	0	0	0	"# ensure the destination directory will be set"
0	0	0	0	2	"# read the source image, and do some quality checks"
0	1	0	0	3	"a #define directive to redirect to that symbol from the symbol name without"
0	1	0	0	2	"if line.startswith(\"#define\"):"
0	0	0	0	4	"# There is no `double` type in GLES; Functions that were using"
0	0	0	0	2	"# a double were renamed with the suffix 'f'."
0	2	0	0	4	"print(\"#define %s %s\" % (symbol1, symbol2))"
0	0	0	0	2	"# See explanation about doubles on GLES above."
0	2	0	0	4	"print(\"#define %s %s\" % (symbol1, symbol2))"
0	0	0	0	0	"# Generate ------------------------------------------------"
0	1	0	0	1	"# pipe to kivy/kivy/graphics/common_subset.h"
0	1	0	0	2	"print('#pragma once')"
0	1	0	0	5	"print('#include \"gl2platform.h\"')"
0	1	0	0	3	"print('#ifdef __cplusplus')"
0	1	0	0	3	"print('#endif')"
1	0	0	0	1	"# Don't add the same symbol more than once"
0	1	0	0	3	"#define GL_SHADER_BINARY_FORMATS 0x8DF8"
0	1	0	0	2	"#define GL_RGB565 0x8D62"
0	1	0	0	3	"print('#ifdef __cplusplus')"
0	1	0	0	3	"print('#endif')"
0	0	0	0	1	"#!/usr/bin/env python"
0	0	0	0	0	"# ruff: noqa"
0	4	0	0	0	"# Test suite configuration - key is test name, values are:"
0	0	0	0	0	"#"
0	0	0	0	2	"# alpha....: global alpha, used for all pixels except 't'"
0	0	0	0	4	"# patterns.: allowed v0 pattern characters (+ force include and exclude)"
0	1	0	0	2	"# *_IMAGE..: gimp layer types to export for this test, w/target extensions"
0	2	0	0	1	"# kivy image test protocol v0 data: key is pattern char, value is pixel w/o a"
0	2	0	0	3	"# kivy image test protocol v0: return pixel data for given pattern char"
0	1	0	0	0	"# kivy image test protocol v0: filename"
0	0	0	0	1	"# Saves an image to one or more files. We can't specify these details when"
0	0	0	0	1	"# saving by extension. (This declaration is PEP8 compliant, 's all good)"
0	0	0	1	3	"# FIXME: Last argument to file_tga_save is undocumented, not sure what"
0	0	0	0	1	"# interlaced, bkgd block, gama block"
0	0	0	0	1	"# Draw pattern on layer, helper for make_images() below"
0	1	0	0	1	"# Create an image from the given pattern, with the specified layertype_in*,"
0	0	0	0	1	"# draw the pattern with given alpha, and save to the given extensions. Gimp"
0	0	0	0	0	"# adjust the encoder accordingly."
0	0	0	0	4	"# * cheat for indexed formats: draw in RGB(A) and let gimp make palette"
0	0	0	0	0	"# Indexed layer types are drawn in RGB/RGBA, and converted later"
1	0	0	0	1	"# We need to supply pixels of the format of the layer"
0	0	0	0	2	"# Pick the correct layer type for indexed formats"
0	0	0	0	1	"# Draw pattern Nx1 and 1xN variations"
0	1	0	0	0	"# Create the gimp image, and the layer we will draw on"
1	0	0	0	1	"# Add alpha layer if we are planning on encoding alpha information"
0	0	0	0	0	"# Draw it"
0	0	0	0	1	"# Convert to indexed before saving, if needed"
0	0	0	0	1	"# Save each individual extension"
0	0	0	0	1	"# FIXME: this fails?"
0	0	0	0	2	"# pdb.gimp_image_delete(img)"
1	0	0	0	1	"# FIXME: pattern generation needs thought, this sucks.."
0	0	0	0	1	"#!/usr/bin/env python"
0	0	0	0	1	"# ref https://github.com/cython/cython/issues/1968"
0	0	0	0	3	"# ensure we don't have any thing like doc running"
0	0	0	0	0	"# check ignore list first"
0	1	0	0	2	"# print('<<< ignored (ignore list)')"
0	0	0	0	1	"# special case, core providers"
0	2	0	0	2	"# print('<<< ignored (not a __init__.py)')"
1	1	0	0	1	"fd.write('# Auto-generated file by setup.py build_factory\n')"
0	1	0	0	4	"<https://pythonhosted.org/PyInstaller/#hook-global-variables>`_, e.g."
0	0	0	0	0	"# Pyinstaller >= 6"
0	0	0	0	0	"# Pyinstaller < 6"
0	0	0	0	4	"for mod_name in core_mods: # process remaining default modules"
0	0	0	0	1	"if hasattr(m, mod_name.capitalize()): # e.g. video -> Video"
0	0	0	0	4	"hiddenimports = [] # get_deps_all()['hiddenimports']"
0	0	0	0	1	"#!/usr/bin/env python"
0	0	0	0	3	"# pycodestyle.py - Check Python source code formatting, according to PEP 8"
0	0	0	0	0	"#"
0	0	0	0	0	"# Copyright (C) 2006-2009 Johann C. Rocholl <johann@rocholl.net>"
0	0	0	0	0	"# Copyright (C) 2009-2014 Florent Xicluna <florent.xicluna@gmail.com>"
0	0	0	0	0	"# Copyright (C) 2014-2016 Ian Lee <ianlee1521@gmail.com>"
0	0	0	0	0	"#"
0	0	0	0	1	"# Permission is hereby granted, free of charge, to any person"
0	0	0	0	2	"# obtaining a copy of this software and associated documentation files"
0	0	0	0	1	"# (the \"Software\"), to deal in the Software without restriction,"
0	0	0	0	0	"# including without limitation the rights to use, copy, modify, merge,"
0	0	0	1	1	"# publish, distribute, sublicense, and/or sell copies of the Software,"
1	0	0	0	1	"# and to permit persons to whom the Software is furnished to do so,"
0	0	0	0	0	"# subject to the following conditions:"
0	0	0	0	0	"#"
0	0	0	0	1	"# The above copyright notice and this permission notice shall be"
0	0	0	0	2	"# included in all copies or substantial portions of the Software."
0	0	0	0	0	"#"
0	0	0	0	0	"# THE SOFTWARE IS PROVIDED \"AS IS\", WITHOUT WARRANTY OF ANY KIND,"
0	0	0	1	0	"# EXPRESS OR IMPLIED, INCLUDING BUT NOT LIMITED TO THE WARRANTIES OF"
0	0	0	0	1	"# MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE AND"
0	0	1	1	0	"# NONINFRINGEMENT. IN NO EVENT SHALL THE AUTHORS OR COPYRIGHT HOLDERS"
0	0	0	0	1	"# BE LIABLE FOR ANY CLAIM, DAMAGES OR OTHER LIABILITY, WHETHER IN AN"
0	0	0	0	2	"# ACTION OF CONTRACT, TORT OR OTHERWISE, ARISING FROM, OUT OF OR IN"
0	0	0	0	2	"# CONNECTION WITH THE SOFTWARE OR THE USE OR OTHER DEALINGS IN THE"
0	0	0	0	0	"# SOFTWARE."
0	0	0	0	0	"Check Python source code formatting, according to PEP 8."
0	0	0	0	0	"For usage and a list of options, try this:"
0	0	0	0	0	"$ python pycodestyle.py -h"
0	0	0	0	0	"This program and its regression test suite live here:"
0	0	0	0	0	"https://github.com/pycqa/pycodestyle"
0	0	0	0	0	"Groups of errors and warnings:"
0	0	0	0	0	"E errors"
0	0	0	0	0	"W warnings"
0	0	0	0	0	"100 indentation"
0	0	0	0	0	"200 whitespace"
0	0	0	0	0	"300 blank lines"
0	0	0	0	0	"400 imports"
0	0	0	0	0	"500 line length"
0	0	0	0	0	"600 deprecation"
0	0	0	0	0	"700 statements"
0	0	0	0	0	"900 syntax error"
0	0	0	0	1	"# ERRORTOKEN is triggered by backticks in Python 3"
0	0	0	0	2	"# Work around Python < 2.6 behavior, which does not generate NL after"
0	0	0	0	1	"# a comment which is on a line by itself."
0	0	0	0	1	"COMMENT_WITH_NL = tokenize.generate_tokens(['#\n'].pop).send(None)[1] == '#\n'"
0	0	0	0	0	"##############################################################################"
0	1	0	0	2	"# Plugins (check functions) for physical lines"
0	0	0	0	0	"##############################################################################"
0	0	0	0	0	"The most popular way of indenting Python is with spaces only. The"
0	0	0	0	0	"second-most popular way is with tabs only. Code indented with a mixture"
0	0	0	0	0	"of tabs and spaces should be converted to using spaces exclusively. When"
0	0	0	0	0	"invoking the Python command line interpreter with the -t option, it issues"
0	0	0	0	0	"warnings about code that illegally mixes tabs and spaces. When using -tt"
0	0	0	0	0	"these warnings become errors. These options are highly recommended!"
0	0	0	0	0	"Okay: if a == 0:\n a = 1\n b = 1"
0	0	0	0	0	"E101: if a == 0:\n a = 1\n\tb = 1"
0	0	0	0	0	"Okay: if True:\n return"
0	0	0	0	0	"W191: if True:\n\treturn"
0	0	0	0	0	"The warning returned varies on whether the line itself is blank, for easier"
0	0	0	0	0	"filtering for those who want to indent their blank lines."
0	0	0	0	0	"Okay: spam(1)\n#"
0	0	0	0	0	"W291: spam(1) \n#"
0	0	0	0	0	"W293: class Foo(object):\n \n bang = 12"
0	2	0	0	1	"physical_line = physical_line.rstrip('\n') # chr(10), newline"
0	3	0	0	1	"physical_line = physical_line.rstrip('\r') # chr(13), carriage return"
0	2	0	0	1	"physical_line = physical_line.rstrip('\x0c') # chr(12), form feed, ^L"
0	0	0	0	0	"Okay: spam(1)"
0	0	0	0	0	"W391: spam(1)\n"
0	0	0	0	0	"However the last line should end with a new line (warning W292)."
0	0	0	0	0	"There are still many devices around that are limited to 80 character"
0	0	0	0	0	"lines; plus, limiting windows to 80 characters makes it possible to have"
0	0	0	0	0	"several windows side-by-side. The default wrapping on such devices looks"
0	0	0	0	0	"ugly. Therefore, please limit all lines to a maximum of 79 characters."
0	0	0	0	0	"For flowing long blocks of text (docstrings or comments), limiting the"
0	0	0	0	0	"length to 72 characters is recommended."
0	0	0	0	0	"Reports error E501."
0	0	0	0	4	"# Special case for long URLs in multi-line docstrings or comments,"
1	0	0	1	1	"# but still report the error when the 72 first chars are whitespaces."
0	0	0	0	0	"(len(chunks) == 2 and chunks[0] == '#')) and \"
0	0	0	0	1	"if hasattr(line, 'decode'): # Python 2"
0	0	0	0	1	"# The line could contain multi-byte characters"
0	0	0	0	0	"##############################################################################"
0	1	0	0	2	"# Plugins (check functions) for logical lines"
0	0	0	0	0	"##############################################################################"
0	0	0	0	0	"Method definitions inside a class are separated by a single blank line."
0	0	0	0	0	"Extra blank lines may be used (sparingly) to separate groups of related"
0	0	0	0	0	"functions. Blank lines may be omitted between a bunch of related"
0	0	0	0	0	"one-liners (e.g. a set of dummy implementations)."
0	0	0	0	0	"Use blank lines in functions, sparingly, to indicate logical sections."
0	0	0	0	0	"Okay: def a():\n pass\n\n\ndef b():\n pass"
0	0	0	0	0	"Okay: def a():\n pass\n\n\nasync def b():\n pass"
0	0	0	0	0	"Okay: def a():\n pass\n\n\n# Foo\n# Bar\n\ndef b():\n pass"
0	0	0	0	0	"Okay: default = 1\nfoo = 1"
0	0	0	0	0	"Okay: classify = 1\nfoo = 1"
0	0	0	0	0	"E301: class Foo:\n b = 0\n def bar():\n pass"
0	0	0	0	0	"E302: def a():\n pass\n\ndef b(n):\n pass"
0	0	0	0	0	"E302: def a():\n pass\n\nasync def b(n):\n pass"
0	0	0	0	0	"E303: def a():\n pass\n\n\n\ndef b(n):\n pass"
0	0	0	0	0	"E303: def a():\n\n\n\n pass"
0	0	0	0	0	"E304: @decorator\n\ndef a():\n pass"
0	0	0	0	0	"E305: def a():\n pass\na()"
0	1	0	0	3	"return # Don't expect blank lines before the first line"
0	0	0	0	2	"# Search backwards for a def ancestor or tree root (top level)."
0	0	0	0	0	"Avoid extraneous whitespace in these situations:"
0	0	0	0	0	"- Immediately inside parentheses, brackets or braces."
0	0	0	0	0	"- Immediately before a comma, semicolon, or colon."
0	0	0	0	0	"Okay: spam(ham[1], {eggs: 2})"
0	0	0	0	0	"E201: spam( ham[1], {eggs: 2})"
0	0	0	0	0	"E201: spam(ham[ 1], {eggs: 2})"
0	0	0	0	0	"E201: spam(ham[1], { eggs: 2})"
0	0	0	0	0	"E202: spam(ham[1], {eggs: 2} )"
0	0	0	0	0	"E202: spam(ham[1 ], {eggs: 2})"
0	0	0	0	0	"E202: spam(ham[1], {eggs: 2 })"
0	0	0	0	0	"E203: if x == 4: print(x, y); x, y = y , x"
0	0	0	0	0	"E203: if x == 4: print(x, y); x, y = y, x"
0	0	0	0	0	"E203: if x == 4 : print(x, y); x, y = y, x"
0	0	0	0	2	"# assert char in '([{'"
0	0	0	0	2	"code = ('E202' if char in '}])' else 'E203') # if char in ',;:'"
0	0	0	0	0	"Okay: True and False"
0	0	0	0	0	"E271: True and False"
0	0	0	0	0	"E272: True and False"
0	0	0	0	0	"E273: True and\tFalse"
0	0	0	0	0	"E274: True\tand False"
0	0	0	0	0	"between import statement and parenthesised name list."
0	0	0	0	0	"Okay: from foo import (bar, baz)"
0	0	0	0	0	"E275: from foo import(bar, baz)"
0	0	0	0	0	"E275: from importable.module import(bar, baz)"
0	0	0	0	0	"Okay: [a, b]"
0	0	0	0	0	"Okay: (3,)"
0	0	0	0	0	"Okay: a[1:4]"
0	0	0	0	0	"Okay: a[:4]"
0	0	0	0	0	"Okay: a[1:]"
0	0	0	0	0	"Okay: a[1:4:2]"
0	0	0	0	0	"E231: ['a','b']"
0	0	0	0	0	"E231: foo(bar,baz)"
0	0	0	0	0	"E231: [{'a':'b'}]"
0	0	0	0	2	"continue # Slice syntax, no space required"
0	0	0	0	1	"continue # Allow tuple with only one element: (3,)"
0	0	0	0	0	"For really old code that you don't want to mess up, you can continue to"
0	0	0	0	0	"use 8-space tabs."
0	0	0	0	0	"Okay: a = 1"
0	0	0	0	0	"Okay: if a == 0:\n a = 1"
0	0	0	0	0	"E111: a = 1"
0	0	0	0	0	"E114: # a = 1"
0	0	0	0	0	"Okay: for item in items:\n pass"
0	0	0	0	0	"E112: for item in items:\npass"
0	0	0	0	0	"E115: for item in items:\n# Hi\n pass"
0	0	0	0	0	"Okay: a = 1\nb = 2"
0	0	0	0	0	"E113: a = 1\n b = 2"
0	0	0	0	0	"E116: a = 1\n # b = 2"
0	0	0	0	0	"Continuation lines should align wrapped elements either vertically"
0	0	0	0	0	"using Python's implicit line joining inside parentheses, brackets"
0	0	0	0	0	"and braces, or using a hanging indent."
0	0	0	0	0	"When using a hanging indent these considerations should be applied:"
0	0	0	0	0	"- there should be no arguments on the first line, and"
0	0	0	0	0	"- further indentation should be used to clearly distinguish itself as a"
0	0	0	0	0	"continuation line."
0	0	0	0	0	"Okay: a = (\n)"
0	0	0	0	0	"E123: a = (\n )"
0	0	0	0	0	"Okay: a = (\n 42)"
0	0	0	0	0	"E121: a = (\n 42)"
0	0	0	0	0	"E122: a = (\n42)"
0	0	0	0	0	"E123: a = (\n 42\n )"
0	0	0	0	0	"E124: a = (24,\n 42\n)"
0	0	0	0	0	"E125: if (\n b):\n pass"
0	0	0	0	0	"E126: a = (\n 42)"
0	0	0	0	0	"E127: a = (24,\n 42)"
0	0	0	0	0	"E128: a = (24,\n 42)"
0	0	0	0	0	"E129: if (a or\n b):\n pass"
0	0	0	0	0	"E131: a = (\n 42\n 24)"
0	0	0	0	0	"# indent_next tells us whether the next block is indented; assuming"
0	0	0	0	0	"# that it is indented by 4 spaces, then we should not allow 4-space"
0	0	0	0	2	"# indents on the final continuation line; in turn, some other"
0	0	0	0	0	"# indents are allowed to have an extra 4 spaces."
0	0	0	0	2	"# remember how many brackets were opened on each line"
0	1	0	0	0	"# relative indents of physical lines"
0	0	0	0	3	"# for each depth, collect a list of opening rows"
0	0	0	0	2	"# for each depth, memorize the hanging indentation"
0	0	0	0	0	"# visual indents"
0	0	0	0	2	"# for each depth, memorize the visual indent column"
0	0	0	0	1	"# this is the beginning of a continuation line."
0	1	0	0	0	"# record the initial indent."
0	0	0	0	0	"# identify closing bracket"
0	0	0	0	1	"# is the indent relative to an opening bracket line?"
0	0	0	0	0	"# is there any chance of visual indent?"
0	0	0	0	1	"# closing bracket for visual indent"
0	0	0	0	1	"# closing bracket matches indentation of opening bracket's line"
0	0	0	0	0	"# visual indent is broken"
0	0	0	0	0	"# hanging indent is verified"
0	0	0	0	0	"# visual indent is verified"
0	0	0	0	1	"# ignore token lined up with matching one from a previous line"
0	0	0	0	0	"# indent is broken"
0	0	0	0	1	"# look for visual indenting"
0	0	0	0	1	"# deal with implicit string concatenation"
0	0	0	0	2	"# special case for the \"if\" statement because len(\"if (\") == 4"
0	0	0	0	0	"# keep track of bracket depth"
0	0	0	0	1	"# parent indents should not be more than this one"
0	0	0	0	0	"# allow lining up tokens"
0	0	0	0	0	"Avoid extraneous whitespace in the following situations:"
0	0	0	0	0	"- before the open parenthesis that starts the argument list of a"
0	0	0	0	0	"function call."
0	0	0	0	0	"- before the open parenthesis that starts an indexing or slicing."
0	0	0	0	0	"Okay: spam(1)"
0	0	0	0	0	"E211: spam (1)"
0	0	0	0	0	"Okay: dict['key'] = list[index]"
0	0	0	0	0	"E211: dict ['key'] = list[index]"
0	0	0	0	0	"E211: dict['key'] = list [index]"
0	1	0	1	2	"# Syntax \"class A (B):\" is allowed, but avoid it"
0	2	0	0	2	"# Allow \"return (a.foo for a in range(5))\""
0	0	0	0	0	"Okay: a = 12 + 3"
0	0	0	0	0	"E221: a = 4 + 5"
0	0	0	0	0	"E222: a = 4 + 5"
0	0	0	0	0	"E223: a = 4\t+ 5"
0	0	0	0	0	"E224: a = 4 +\t5"
0	0	0	0	0	"- Always surround these binary operators with a single space on"
0	0	0	0	0	"either side: assignment (=), augmented assignment (+=, -= etc.),"
0	0	0	0	0	"comparisons (==, <, >, !=, <=, >=, in, not in, is, is not),"
0	0	0	0	0	"Booleans (and, or, not)."
0	0	0	0	0	"- If operators with different priorities are used, consider adding"
0	0	0	0	0	"whitespace around the operators with the lowest priorities."
0	0	0	0	0	"Okay: i = i + 1"
0	0	0	0	0	"Okay: submitted += 1"
0	0	0	0	0	"Okay: x = x * 2 - 1"
0	0	0	0	0	"Okay: hypot2 = x * x + y * y"
0	0	0	0	0	"Okay: c = (a + b) * (a - b)"
0	0	0	0	0	"Okay: foo(bar, key='word', *args, **kwargs)"
0	0	0	0	0	"Okay: alpha[:-i]"
0	0	0	0	0	"E225: i=i+1"
0	0	0	0	0	"E225: submitted +=1"
0	0	0	0	0	"E225: x = x /2 - 1"
0	0	0	0	0	"E225: z = x **y"
0	0	0	0	0	"E226: c = (a+b) * (a-b)"
0	0	0	0	0	"E226: hypot2 = x*x + y*y"
0	0	0	0	0	"E227: c = a|b"
0	0	0	0	0	"E228: msg = fmt%(errno, errmsg)"
0	0	0	0	0	"# Found a (probably) needed space"
0	0	0	0	2	"# Tolerate the \"<>\" operator, even if running Python 3"
0	2	0	0	3	"# Deal with Python 3's annotated return value \"->\""
0	0	0	0	0	"# A needed trailing space was not found"
0	3	0	0	1	"# Allow keyword args or defaults: foo(bar=None)."
0	1	0	0	0	"# Check if the operator is being used as a binary operator"
0	0	0	0	0	"# Allow unary operators: -123, -x, +1."
0	3	0	0	0	"# Allow argument unpacking: foo(*args, **kwargs)."
0	0	0	1	0	"# Surrounding space is optional, but ensure that"
0	0	0	0	1	"# trailing space matches opening space"
0	0	0	0	2	"# A needed opening space was not found"
0	0	0	0	0	"Note: these checks are disabled by default"
0	0	0	0	0	"Okay: a = (1, 2)"
0	0	0	0	0	"E241: a = (1, 2)"
0	0	0	0	0	"E242: a = (1,\t2)"
0	0	0	0	0	"Don't use spaces around the '=' sign when used to indicate a"
0	0	0	0	0	"keyword argument or a default parameter value."
0	0	0	0	0	"Okay: def complex(real, imag=0.0):"
0	0	0	0	0	"Okay: return magic(r=real, i=imag)"
0	0	0	0	0	"Okay: boolean(a == b)"
0	0	0	0	0	"Okay: boolean(a != b)"
0	0	0	0	0	"Okay: boolean(a <= b)"
0	0	0	0	0	"Okay: boolean(a >= b)"
0	0	0	0	0	"Okay: def foo(arg: int = 42):"
0	0	0	0	0	"Okay: async def foo(arg: int = 42):"
0	0	0	0	0	"E251: def complex(real, imag = 0.0):"
0	0	0	0	0	"E251: return magic(r = real, i = imag)"
0	0	0	0	0	"An inline comment is a comment on the same line as a statement. Inline"
0	0	0	0	0	"comments should be separated by at least two spaces from the statement."
0	0	0	0	0	"They should start with a # and a single space."
0	0	0	0	0	"Each line of a block comment starts with a # and a single space"
0	0	0	0	0	"(unless it is indented text inside the comment)."
0	0	0	0	0	"Okay: x = x + 1 # Increment x"
0	0	0	0	0	"Okay: x = x + 1 # Increment x"
0	0	0	0	0	"Okay: # Block comment"
0	0	0	0	0	"E261: x = x + 1 # Increment x"
0	0	0	0	0	"E262: x = x + 1 #Increment x"
0	0	0	0	0	"E262: x = x + 1 # Increment x"
0	0	0	0	0	"E265: #Block comment"
0	0	0	0	0	"E266: ### Block comment"
0	0	0	0	0	"bad_prefix = symbol not in '#:' and (symbol.lstrip('#')[:1] or '#')"
0	0	0	0	0	"yield start, \"E262 inline comment should start with '# '\""
0	0	0	0	0	"if bad_prefix != '#':"
0	0	0	0	0	"yield start, \"E265 block comment should start with '# '\""
0	0	0	0	1	"yield start, \"E266 too many leading '#' for block comment\""
0	0	0	0	0	"Okay: import os\nimport sys"
0	0	0	0	0	"E401: import sys, os"
0	0	0	0	0	"Okay: from subprocess import Popen, PIPE"
0	0	0	0	0	"Okay: from myclas import MyClass"
0	0	0	0	0	"Okay: from foo.bar.yourclass import YourClass"
0	0	0	0	0	"Okay: import myclass"
0	0	0	0	0	"Okay: import foo.bar.yourclass"
0	0	0	0	0	"Always put imports at the top of the file, just after any module comments"
0	0	0	0	0	"and docstrings, and before module globals and constants."
0	0	0	0	0	"Okay: import os"
0	0	0	0	0	"Okay: # this is a comment\nimport os"
0	0	0	0	0	"Okay: '''this is a module docstring'''\nimport os"
0	0	0	0	0	"Okay: r'''this is a module docstring'''\nimport os"
0	0	0	0	0	"Okay: try:\n import x\nexcept:\n pass\nelse:\n pass\nimport y"
0	0	0	0	0	"Okay: try:\n import x\nexcept:\n pass\nfinally:\n pass\nimport y"
0	0	0	0	0	"E402: a=1\nimport os"
0	0	0	0	0	"E402: 'One string'\n\"Two string\"\nimport os"
0	0	0	0	0	"E402: a=1\nfrom sys import x"
0	0	0	0	0	"Okay: if x:\n import os"
0	0	0	0	3	"if indent_level: # Allow imports in conditional statements or functions"
0	1	0	0	0	"if not logical_line: # Allow empty lines or comments"
0	0	0	0	7	"# Allow try, except, else, finally keywords intermixed with imports in"
0	0	0	0	2	"# order to support conditional importing"
0	0	0	0	2	"# The first literal is a docstring, allow it. Otherwise, report error."
0	0	0	0	0	"While sometimes it's okay to put an if/for/while with a small body"
0	0	0	0	0	"on the same line, never do this for multi-clause statements."
0	0	0	0	0	"Also avoid folding such long lines!"
0	0	0	0	0	"Always use a def statement instead of an assignment statement that"
0	0	0	0	0	"binds a lambda expression directly to a name."
0	0	0	0	0	"Okay: if foo == 'blah':\n do_blah_thing()"
0	0	0	0	0	"Okay: do_one()"
0	0	0	0	0	"Okay: do_two()"
0	0	0	0	0	"Okay: do_three()"
0	0	0	0	0	"E701: if foo == 'blah': do_blah_thing()"
0	0	0	0	0	"E701: for x in lst: total += x"
0	0	0	0	0	"E701: while t < 10: t = delay()"
0	0	0	0	0	"E701: if foo == 'blah': do_blah_thing()"
0	0	0	0	0	"E701: else: do_non_blah_thing()"
0	0	0	0	0	"E701: try: something()"
0	0	0	0	0	"E701: finally: cleanup()"
0	0	0	0	0	"E701: if foo == 'blah': one(); two(); three()"
0	0	0	0	0	"E702: do_one(); do_two(); do_three()"
0	0	0	0	0	"E703: do_four(); # useless semicolon"
0	0	0	0	0	"E704: def f(x): return 2*x"
0	0	0	0	0	"E731: f = lambda x: 2*x"
0	0	0	0	0	"if ((counts['{'] <= counts['}'] and # {'a': 1} (dict)"
0	0	0	0	0	"counts['['] <= counts[']'] and # [1:2] (slice)"
0	0	0	0	0	"counts['('] <= counts[')'])): # (annotation)"
0	0	0	0	0	"The preferred way of wrapping long lines is by using Python's implied line"
0	0	0	0	0	"continuation inside parentheses, brackets and braces. Long lines can be"
0	0	0	0	0	"broken over multiple lines by wrapping expressions in parentheses. These"
0	0	0	0	0	"should be used in preference to using a backslash for line continuation."
0	0	0	0	0	"E502: aaa = [123, \\n 123]"
0	0	0	0	0	"E502: aaa = (\"bbb \" \\n \"ccc\")"
0	0	0	0	0	"Okay: aaa = [123,\n 123]"
0	0	0	0	0	"Okay: aaa = (\"bbb \"\n \"ccc\")"
0	0	0	0	0	"Okay: aaa = \"bbb \" \\n \"ccc\""
0	0	0	0	0	"Okay: aaa = 123 # \\"
0	0	0	0	0	"Avoid breaks before binary operators."
0	0	0	0	0	"The preferred place to break around a binary operator is after the"
0	0	0	0	0	"operator, not before it."
0	0	0	0	0	"W503: (width == 0\n + height == 0)"
0	0	0	0	0	"W503: (width == 0\n and height == 0)"
0	0	0	0	0	"Okay: (width == 0 +\n height == 0)"
0	0	0	0	0	"Okay: foo(\n -x)"
0	0	0	0	0	"Okay: foo(x\n [])"
0	0	0	0	0	"Okay: x = '''\n''' + ''"
