"clean_comment";"label"
"do first round of split in case we don t need to split all";"CODE"
"now we have the indices of the spaces in split list";"-"
"try to add single space at each space";"TASK"
"there s not a single space in the line";"CODE"
"now keep adding spaces to already split words until done";"CODE"
"try to add single space at each space";"TASK"
"if not completely full push last words to right edge";"CODE"
"find the last word that had a space";"-"
"split that word into left right and push right till uww";"CODE"
"now put words back together with right left inserted";"CODE"
"for layout line in lines for plain label each line has only one str";"CODE"
"the word height is not scaled by line height only lh was";"-"
"calculate sub super script pos";"CODE"
"should we record refs";"-"
"should we record anchors";"-"
"yield 1 1 total w this should never be reached really";"CODE"
"yield 1 1 total w this should never be reached really";"CODE"
"if i 1 and total w ww uw found and it fits";"-"
"if total w ww uw wasn t found and all fits";"-"
"now just find whatever amount of the word does fit";"CODE"
"if i 1 and total w ww uw found and it fits";"-"
"if total w ww uw wasn t found and all fits";"-"
"now just find whatever amount of the word does fit";"CODE"
"flatten lines into single line";"CODE"
"concatenate non empty inside lines with a space";"-"
"if that fits just return the flattened line";"IRRE"
"set new opts for ellipsis";"CODE"
"find the size of ellipsis that ll fit";"-"
"if elps s 0 uw even ellipsis didn t fit";"-"
"restore old opts";"CODE"
"now find the first left and right words that fit";"-"
"if dir l center or right";"-"
"if either was clipped or both don t fit just take first";"CODE"
"elif w1 e1 1 1 this shouldn t occur";"CODE"
"now we know that both the first and last word fit and that";"-"
"there s at least one instances of the split str in the line";"CODE"
"if w1 e1 w2 s2 more than one split str";"-"
"f n line c iterator";"-"
"assert next f 1 w1 e1 first word should match";"CODE"
"else center";"-"
"f n line c iterator";"-"
"f inv p line c iterator";"-"
"ww1 ee1 l1 next f hypothesize that next fit";"-"
"else left";"-"
"if either was clipped or both don t fit just take last";"CODE"
"elif w1 e1 1 1 this shouldn t occur";"CODE"
"now we know that both the first and last word fit and that";"-"
"there s at least one instances of the split str in the line";"CODE"
"if w1 e1 w2 s2 more than one split str";"-"
"f inv p line c iterator";"-"
"assert next f inv 1 w2 s2 last word should match";"CODE"
"now add back the left half";"TASK"
"now add back the right half";"TASK"
"from kivy core window import window opengl must be initialized";"CODE"
"used for fetching extends before creature image surface";"CODE"
"create a surface context font";"IRRE"
"adjust x and y position to avoid text cutoff";"CODE"
"load the appropriate provider";"CODE"
"from kivy lib gstplayer import gstplayer noqa";"CODE"
"surfacetexture surface";"-"
"fbo for kivy texture";"CODE"
"extension gl oes egl image external require";"CODE"
"ifdef gl es";"CODE"
"endif";"CODE"
"safely release mediaplayer";"-"
"property overrides";"CODE"
"controls";"-"
"self unload";"CODE"
"called automatically by videobase";"IRRE"
"first time we got a frame we know that video is read now";"CODE"
"this is only used when building ff opts to prevent starting";"CODE"
"player paused and can probably be removed as soon as the eof";"OUTD"
"receiving issue is solved";"-"
"see https github com matham ffpyplayer issues 142";"CODE"
"this causes a seek to zero";"CODE"
"once setup is done we make sure player state matches what user";"CODE"
"could have requested while player was being setup and it was in limbo";"CODE"
"also thread starts player in internal paused mode so this unpauses";"CODE"
"it if user didn t request pause meanwhile";"CODE"
"xxx fixme";"-"
"self texture add reload observer self reload buffer";"CODE"
"video starts in internal paused state";"CODE"
"fast path if the source video is yuv420p we ll use a glsl shader";"-"
"for buffer conversion to rgba";"META"
"wait until we get frame metadata";"-"
"ffpyplayer reports src pix fmt as bytes this may or may not";"IRRE"
"change in future so we check for both bytes and str";"TASK"
"now we ll be in internal paused state and loop will wait until";"IRRE"
"mainthread unpauses us when finishing setup";"CODE"
"get next frame if paused";"-"
"ffplayer set volume 0 0 try to do it silently";"CODE"
"we don t know concrete number of frames to skip";"CODE"
"this number worked fine on couple of tested videos";"IRRE"
"exit loop on invalid val";"IRRE"
"exit loop on seek queue updated";"IRRE"
"wait for next frame";"CODE"
"wait until we skipped enough frames";"-"
"assuming last frame is actual just get it";"-"
"todo this is not safe because user could have updated";"CODE"
"volume between us reading it and setting it";"IRRE"
"get next frame regular";"-"
"still save seek while thread is setting up";"CODE"
"if state hasn t been set empty there s no player if it s";"IRRE"
"paused nothing to do so just handle playing";"TASK"
"we could be in limbo while player is setting up so check player";"IRRE"
"will pause when finishing setting up";"TASK"
"even in limbo indicate to start in paused state";"-"
"state starts empty and is empty again after unloading";"CODE"
"player is already setup just handle unpausing";"IRRE"
"we re now either in limbo state waiting for thread to setup";"CODE"
"or no thread has been started";"CODE"
"in limbo just wait for thread to setup player";"CODE"
"in limbo still unpause for when player becomes ready";"CODE"
"load first unloads";"CODE"
"if no stream it starts internally paused but unpauses itself";"CODE"
"if stream and we start paused we sometimes receive eof after a";"-"
"few frames depending on the stream producer";"TASK"
"xxx this probably needs to be figured out in ffpyplayer using";"CODE"
"ffplay directly works";"-"
"disabled as an attempt to fix kivy issue 6210";"-"
"self ffplayer set volume self volume";"CODE"
"todo remove";"TASK"
"start in playing mode but ffplayer isn t set until ready we re";"IRRE"
"now in a limbo state";"-"
"no need to call self trigger cancel because ffplayer is set";"IRRE"
"to none below and it s not safe to call clock stuff from del";"IRRE"
"if thread is still alive set it to exit and wake it";"TASK"
"wait until it exits";"-"
"todo use callback don t block here";"CODE"
"reset for next load since thread is dead for sure";"CODE"
"if we still receive the video but no more player remove it";"TASK"
"texture is not allocated yet create it first";"TASK"
"pylint disable w0611";"CODE"
"coding utf 8";"-"
"late import";"CODE"
"keycodes mapping between str int these keycodes are";"CODE"
"currently taken from pygame key but when a new provider will be";"CODE"
"used it must do the translation to these keycodes too";"CODE"
"specials keys";"-"
"a z keys";"-"
"0 9 keys";"-"
"numpad";"-"
"f1 15";"-"
"other keys";"-"
"35 36";"-"
"window which the keyboard is attached too";"CODE"
"callback that will be called when the keyboard is released";"IRRE"
"target that have requested the keyboard";"CODE"
"vkeyboard widget if allowed by the configuration";"-"
"private properties";"CODE"
"the size is the same no need to resize anything";"TASK"
"red background color";"-"
"don t clear background at all";"CODE"
"make some property read only";"CODE"
"if use sdl3 placeholder until the sdl3 bootstrap supports this";"CODE"
"internal";"CODE"
"don t init window 2 times";"CODE"
"except if force is specified";"CODE"
"create a trigger for update create the window when one of window";"CODE"
"property changes";"-"
"create a trigger for updating the keyboard height";"IRRE"
"set the default window parameter according to the configuration";"IRRE"
"bind all the properties that need to recreate the window";"TASK"
"init privates";"IRRE"
"before creating the window";"CODE"
"import kivy core gl noqa";"CODE"
"configure the window";"CODE"
"manage keyboard s";"-"
"assign the default context of the widget creation";"IRRE"
"because window is created as soon as imported if we bound earlier";"CODE"
"metrics would be imported when dp is set during window creation";"CODE"
"instead don t process dpi changes until everything is set";"TASK"
"mark as initialized";"IRRE"
"attach modules listener event";"CODE"
"prevent any leftover that can crash the app later";"-"
"like if there is still some gl referenced values";"IRRE"
"they may be collected later but because it was already";"META"
"gone in the system it may collect invalid gl resources";"CODE"
"just clear everything to force reloading later on";"CODE"
"just to be sure if the trigger is set and if this method is";"IRRE"
"manually called unset the trigger";"IRRE"
"ensure the window creation will not be called twice";"IRRE"
"create the render context and canvas only the first time";"IRRE"
"if we get initialized more than once then reload opengl state";"CODE"
"after the second time";"-"
"xxx check how it s working on embed platform";"CODE"
"on linux it s safe for just sending a resize";"CODE"
"on other platform window are recreated we need to reload";"CODE"
"ensure the gl viewport is correct";"-"
"xxx fixme use late binding";"-"
"when using inner window an app have grab the touch";"CODE"
"but app is removed the touch can t access";"OUTD"
"to one of the parent i e self parent will be none";"CODE"
"and bam the bug happen";"-"
"todo use me push me pop methods because me is transformed";"CODE"
"clock execution of partial scrollview on touch up method and";"-"
"other similar cases should be changed so that me push me pop can";"CODE"
"be used restore previous values of event s attributes";"IRRE"
"me push";"-"
"me pop";"-"
"prepare the viewport";"-"
"do projection matrix";"CODE"
"do modelview matrix";"CODE"
"redraw canvas";"-"
"and update childs";"CODE"
"quit if user presses esc or the typical osx shortcuts cmd q or cmd w";"-"
"on android a back key gesture is mapped to 27 and initiates a pause";"IRRE"
"consume the event and tell android to pause";"-"
"todo if just cmd w is pressed only the window should be closed";"CODE"
"4999 https github com kivy kivy issues 4999 for";"CODE"
"configure how to provide keyboards virtual or not";"-"
"register system keyboard to listening keys from window";"CODE"
"use the device s real keyboard";"IRRE"
"use the device s real keyboard";"IRRE"
"one single vkeyboard shared between all widgets";"-"
"the single vkeyboard is always sitting at the same position";"-"
"now read the configuration";"CODE"
"adapt mode according to the configuration";"-"
"release any previous keyboard attached";"-"
"if we can use virtual vkeyboard activate it";"-"
"late import";"CODE"
"if the keyboard doesn t exist create it";"IRRE"
"configure vkeyboard";"-"
"add to the window";"TASK"
"only after add do dock mode";"CODE"
"sets vkeyboard position according to window softinput mode";"CODE"
"system keyboard just register the callback";"IRRE"
"use system hardware keyboard according to flag";"CODE"
"this way will prevent possible recursion";"CODE"
"instance of a class windowbase implementation";"TASK"
"default display ids";"CODE"
"found a way to include it more easily";"CODE"
"sdl keycode h https wiki libsdl org sdl keymod";"CODE"
"xxx ios keyboard suck when backspace is hit the delete";"CODE"
"keycode is sent fix it";"-"
"map android back button to escape";"META"
"on ios the did enter foreground is launched at the start";"CODE"
"of the application in our case we want it only when the app";"CODE"
"is resumed";"-"
"force kivy to render the frame now so that the canvas is drawn";"CODE"
"use custom behavior";"-"
"to handle aero snapping and rounded corners";"-"
"ensure we have an event filter";"-"
"setup window";"IRRE"
"we don t have a density or dpi yet set so let s ask for an update";"CODE"
"never stay with a none pos application using w center";"-"
"will be fired";"-"
"set mouse visibility";"IRRE"
"auto add input provider";"TASK"
"set window icon before calling set mode";"IRRE"
"transparent window background";"CODE"
"twb end";"CODE"
"for android ios we don t want to have any event nor executing our";"CODE"
"main loop while the pause is going on this loop wait any event not";"CODE"
"handled by the event filter and remove them from the queue";"IRRE"
"nothing happen during the pause on ios except gyroscope value sent";"CODE"
"over joystick so it s safe";"-"
"a drop is send while the app is still in pause loop";"CODE"
"we need to dispatch it";"TASK"
"app terminating event might be received while the app is paused";"CODE"
"in this case eventloop quit will be set at event filter";"CODE"
"for finger pass the raw event to sdl motion event provider";"CODE"
"xxx this is problematic on osx it generates touches with 0";"IRRE"
"0 coordinates at the same times as mouse but it works";"META"
"we have a conflict of using either the mouse or the finger";"-"
"right now we have no mechanism that we could use to know";"IRRE"
"which is the preferred one for the application";"CODE"
"don t dispatch motion if no button are pressed";"META"
"ignore if the cursor position is on the window title bar";"IRRE"
"or on its edges";"-"
"times x if y 0 else y";"-"
"times min abs times 100";"-"
"for k in range times";"CODE"
"video resize";"-"
"don t use trigger here we want to delay the resize event";"IRRE"
"the display has changed so the density and dpi";"-"
"may have changed too";"-"
"maybe in sdl3 this is not needed anymore";"OUTD"
"ignore the key it has been released";"-"
"if mod in self meta keys";"CODE"
"on android there is no encoding attribute";"META"
"on other platforms if stdout is redirected";"CODE"
"encoding may be none";"-"
"if shift in self modifiers and key";"CODE"
"not in self command keys keys";"CODE"
"return";"IRRE"
"don t dispatch more key if down event is accepted";"CODE"
"unhandled event";"-"
"x y are relative to window left top position";"CODE"
"should go to app pause mode desktop style";"-"
"xxx fixme wait for sdl resume";"CODE"
"why does this need to be rounded for now refactored it";"CODE"
"why abs needs a comment";"TASK"
"this is a jumping module required for python for android project";"CODE"
"because we are putting all the module into the same so there can be name";"CODE"
"conflict we have one conflict with pygame event and kivy event both are";"-"
"python extension and have the same initevent symbol so right now just";"IRRE"
"rename this one";"CODE"
"create additional resources bind callbacks to self window";"IRRE"
"handle touch event";"CODE"
"handle hover event";"-"
"release resources";"-"
"r comment preproc";"-"
"r using pythonlexer";"CODE"
"r punctuation pop";"-"
"if trying to access attributes like checking for bind";"CODE"
"then raise attributeerror";"META"
"no class to return import the module";"CODE"
"level 0 force absolute";"CODE"
"factory instance to use for getting new classes";"CODE"
"now import the file with all registers";"CODE"
"automatically generated by build factory";"IRRE"
"import kivy factory registers noqa";"CODE"
"auto generated file by setup py build factory";"IRRE"
"https kivy garden github io guideformigratingflowersfromlegacystructure";"CODE"
"to your pip conf https pip pypa io en stable user guide config file";"CODE"
"installing a garden package";"-"
"upgrade a garden package";"TASK"
"uninstall a garden package";"-"
"list all the garden packages installed";"-"
"search new packages";"CODE"
"search all the packages that contain graph";"-"
"show the help";"-"
"system path where garden modules can be installed";"CODE"
"application path where garden modules can be installed";"CODE"
"fixes issue 4030 in kivy where garden path is incorrect on ios";"CODE"
"insert the garden importer as ultimate importer";"CODE"
"determine a point p with the smallest y value";"IRRE"
"find a point q such that the angle of the line segment";"CODE"
"pq with the x axis is minimal";"-"
"return 1e10 max val if the same to skip";"IRRE"
"find r such that angle prq is minimal";"-"
"return 1e10 max val if the same to skip";"IRRE"
"check for case 1 angle prq is obtuse the circle is determined";"CODE"
"by two points p and q radius p q 2 center p q 2";"CODE"
"if angle rpq is obtuse make p r and try again";"IRRE"
"if angle pqr is obtuse make q r and try again";"IRRE"
"all angles were acute we just need the circle through the";"CODE"
"two points furthest apart";"CODE"
"find the circumcenter for triangle given by p q r";"CODE"
"create a gesture";"IRRE"
"add it to the database";"TASK"
"and for the next gesture try to find it";"CODE"
"these return the min and max coordinates of the stroke";"IRRE"
"if len point list 1 if there is only one point no length";"CODE"
"if there is only one point or the length is 0 don t normalize";"CODE"
"calculate how long each point should be in the stroke";"CODE"
"we loop on the points";"IRRE"
"the new point need to be inserted into the";"CODE"
"segment prev curr";"-"
"if this happens we are into troubles";"CODE"
"tolerance for evaluation using the operator";"CODE"
"map creates a list of min max coordinates of the strokes";"IRRE"
"in the gesture and min max pulls the lowest highest value";"IRRE"
"adds up all the points inside the stroke";"TASK"
"average to get the offset";"IRRE"
"apply the offset to the strokes";"IRRE"
"get orientation";"-"
"rotate the gesture to be in the same frame";"CODE"
"this is the normal orientation code";"CODE"
"if the gestures don t have the same number of strokes its";"CODE"
"definitely not the same gesture";"IRRE"
"add a red color";"TASK"
"add a rectangle";"TASK"
"very hacky way to avoid pyflakes warning";"CODE"
"pylint disable w0611";"CODE"
"me push save current type id and other values";"IRRE"
"dispatch mouse touch event to widgets which registered";"IRRE"
"to receive mouse touch";"IRRE"
"me pop restore";"-"
"will receive all motion events";"-"
"current position in 0 1 range";"-"
"first position set in 0 1 range";"IRRE"
"last position set in 0 1 range";"IRRE"
"delta from the last position and current one in 0 1 range";"CODE"
"current position in screen range";"-"
"first position set in screen range";"IRRE"
"last position set in 0 1 range";"IRRE"
"delta from the last position and current one in screen range";"CODE"
"true if the motionevent is a touch";"-"
"experimental string to identify event type";"CODE"
"versionadded 2 1 0";"TASK"
"experimental used by a event manager or a widget to assign";"IRRE"
"the dispatching mode defaults to";"CODE"
"const kivy eventmanager mode default dispatch see";"CODE"
"mod kivy eventmanager for available modes";"CODE"
"versionadded 2 1 0";"TASK"
"attributes to push by default when we use meth push x y z";"IRRE"
"dx dy dz ox oy oz px py pz";"-"
"uniq id of the event you can safely use this property it will be";"CODE"
"never the same across all existing events";"-"
"device used for creating this event";"CODE"
"for grab";"CODE"
"used to determine which widget the event is being dispatched to";"OUTD"
"check the meth grab function for more information";"CODE"
"currently pressed button";"META"
"profiles currently used in the event";"CODE"
"id of the event not unique this is generally the id set by the";"CODE"
"input provider like id in tuio if you have multiple tuio sources";"CODE"
"then same id can be used prefer to use attr uid attribute";"META"
"instead";"-"
"shape of the touch event subclass of";"IRRE"
"class kivy input shape shape";"CODE"
"by default the property is set to none";"IRRE"
"x position in 0 1 range";"-"
"y position in 0 1 range";"-"
"z position in 0 1 range";"-"
"origin x position in 0 1 range";"-"
"origin y position in 0 1 range";"-"
"origin z position in 0 1 range";"-"
"previous x position in 0 1 range";"-"
"previous y position in 0 1 range";"-"
"previous z position in 0 1 range";"-"
"delta between self sx and self psx in 0 1 range";"CODE"
"delta between self sy and self psy in 0 1 range";"CODE"
"delta between self sz and self psz in 0 1 range";"CODE"
"x position in window range";"CODE"
"y position in window range";"CODE"
"z position in window range";"CODE"
"origin x position in window range";"CODE"
"origin y position in window range";"CODE"
"origin z position in window range";"CODE"
"previous x position in window range";"CODE"
"previous y position in window range";"CODE"
"previous z position in window range";"CODE"
"delta between self x and self px in window range";"CODE"
"delta between self y and self py in window range";"CODE"
"delta between self z and self pz in window range";"CODE"
"position x y in window range";"CODE"
"initial time of the event creation";"IRRE"
"time of the last update";"CODE"
"time of the end event last event usage";"CODE"
"indicate if the touch event is a double tap or not";"CODE"
"indicate if the touch event is a triple tap or not";"CODE"
"versionadded 1 7 0";"TASK"
"if the touch is a attr is double tap this is the time";"CODE"
"between the previous tap and the current touch";"-"
"if the touch is a attr is triple tap this is the time";"CODE"
"between the first tap and the current touch";"-"
"versionadded 1 7 0";"TASK"
"user data dictionary use this dictionary to save your own data on";"CODE"
"the event";"-"
"if set to true default keeps first previous position";"IRRE"
"x y z in 0 1 range and ignore all other until";"CODE"
"meth motionevent dispatch done is called from the eventloop";"IRRE"
"this attribute is needed because event provider can make many calls";"IRRE"
"to meth motionevent move but for all those calls event is";"IRRE"
"dispatched to the listeners only once assigning false will keep";"IRRE"
"latest previous position see meth motionevent move";"IRRE"
"versionadded 2 1 0";"TASK"
"keep first previous position if attr sync with dispatch is";"-"
"true";"-"
"flag that first dispatch of this event is done";"CODE"
"sync origin previous current positions until the first";"-"
"dispatch etype begin is done";"CODE"
"update the delta";"CODE"
"i received my grabbed touch";"-"
"it s a normal touch";"-"
"i receive my grabbed touch i must ungrab it";"-"
"it s a normal touch";"-"
"adjust y for keyboard height";"CODE"
"update delta values";"IRRE"
"cache position";"-"
"facilities";"-"
"mapping of id to module";"CODE"
"don t go further if we generate documentation";"CODE"
"the right screen is just a display";"-"
"avoid doing any processing if there is no device to calibrate at all";"CODE"
"frame based logic below doesn t account for";"CODE"
"end events having been already processed";"CODE"
"some providers use the same event to update and end";"CODE"
"get the taxicab manhattan citiblock distance for efficiency reasons";"CODE"
"check whether the touch moved more than the jitter distance";"-"
"only if the touch has moved more than the jitter dist we take";"-"
"it into account and dispatch it otherwise suppress it";"CODE"
"first check if a touch down have a double tap";"CODE"
"add the touch internally";"TASK"
"second check if up touch is timeout for double tap";"CODE"
"format xmin ymin xmax ymax";"CODE"
"check if module is disabled";"IRRE"
"new touch found the nearest one";"CODE"
"eligible for continuation";"CODE"
"first check if a touch down have a triple tap";"CODE"
"add the touch internally";"TASK"
"second check if up touch is timeout for triple tap";"CODE"
"pylint disable w0611";"CODE"
"import kivy input providers leapfinger noqa";"CODE"
"pylint disable w0611";"CODE"
"import android noqa";"CODE"
"python for android do 1000";"CODE"
"new touch";"CODE"
"update touch";"CODE"
"avoid same touch position";"CODE"
"disappear";"-"
"coding utf 8";"-"
"devicename hidinput dev input eventxx";"CODE"
"example with stantum mtp4 3 screen";"-"
"late imports";"CODE"
"documentation hack";"CODE"
"this part is taken from linux source 2 6 32 include linux input h";"CODE"
"event types";"-"
"synchronization events";"-"
"misc events";"-"
"abs mt touch major 0x30 major axis of touching ellipse";"-"
"abs mt touch minor 0x31 minor axis omit if circular";"-"
"abs mt width major 0x32 major axis of approaching ellipse";"-"
"abs mt width minor 0x33 minor axis omit if circular";"-"
"abs mt orientation 0x34 ellipse orientation";"-"
"abs mt position x 0x35 center x ellipse position";"-"
"abs mt position y 0x36 center y ellipse position";"-"
"abs mt tool type 0x37 type of touching device";"-"
"abs mt blob id 0x38 group a set of packets as a blob";"IRRE"
"abs mt tracking id 0x39 unique id of initiated contact";"IRRE"
"abs mt pressure 0x3a pressure on contact area";"-"
"some ioctl base with 0 value";"IRRE"
"0x04 3";"-"
"todo combinations";"TASK"
"e0 37 prtscr";"-"
"e0 46 ctrl break";"CODE"
"e0 5b lwin usb lgui";"-"
"e0 5c rwin usb rgui";"-"
"e0 5d menu";"-"
"e0 5f sleep";"-"
"e0 5e power";"-"
"e0 63 wake";"-"
"e0 38 ralt";"-"
"e0 1d rctrl";"-"
"e0 52 insert";"CODE"
"e0 53 delete";"CODE"
"e0 47 home";"-"
"e0 4f end";"CODE"
"e0 49 pgup";"-"
"e0 51 pgdn";"-"
"e0 4b left";"-"
"e0 48 up";"-"
"e0 50 down";"CODE"
"e0 4d right";"-"
"e0 35 kp";"-"
"e0 1c kp enter";"-"
"e1 1d 45 77 pause";"-"
"sizeof struct input event";"CODE"
"split arguments";"-"
"read filename";"CODE"
"read parameters";"IRRE"
"ensure it s a key value";"IRRE"
"ensure the key exist";"-"
"ensure the value";"IRRE"
"all good";"-"
"prepare some vars to get limit of some component";"CODE"
"limit it to the screen area 0 1";"-"
"sync event";"-"
"compute multitouch track";"-"
"for scrolls we need to remove it as there is";"TASK"
"no up key";"-"
"elif ev code 8 wheel";"-"
"translates the wheel move to a button";"IRRE"
"or if it is not in this lut";"CODE"
"open the input";"CODE"
"get the controller name eviocgname";"-"
"get abs infos";"-"
"preserve this we may want other things than ev abs";"CODE"
"ev abs available for this device";"CODE"
"ask abs info keys to the devices";"-"
"init the point";"IRRE"
"read until the end";"CODE"
"extract each event";"-"
"extract timeval event infos";"-"
"dispatch all events from threads";"CODE"
"don t do the import at start or the error will be always displayed";"CODE"
"for user who don t have leap";"CODE"
"print hand id finger id finger tip";"CODE"
"registers";"-"
"documentation hack";"CODE"
"this part is taken from linux source 2 6 32 include linux input h";"CODE"
"event types";"-"
"synchronization events";"-"
"misc events";"-"
"abs misc 0x28 if 0 it s touch up";"-"
"abs mt touch major 0x30 major axis of touching ellipse";"-"
"abs mt touch minor 0x31 minor axis omit if circular";"-"
"abs mt width major 0x32 major axis of approaching ellipse";"-"
"abs mt width minor 0x33 minor axis omit if circular";"-"
"abs mt orientation 0x34 ellipse orientation";"-"
"abs mt position x 0x35 center x ellipse position";"-"
"abs mt position y 0x36 center y ellipse position";"-"
"abs mt tool type 0x37 type of touching device";"-"
"abs mt blob id 0x38 group a set of packets as a blob";"IRRE"
"abs mt tracking id 0x39 unique id of initiated contact";"IRRE"
"abs mt pressure 0x3a pressure on contact area";"-"
"some ioctl base with 0 value";"IRRE"
"sizeof struct input event";"CODE"
"split arguments";"-"
"read filename";"CODE"
"read parameters";"IRRE"
"ensure it s a key value";"IRRE"
"ensure the key exist";"-"
"ensure the value";"IRRE"
"all good";"-"
"prepare some vars to get limit of some component";"CODE"
"open the input";"CODE"
"get the controller name eviocgname";"-"
"get abs infos";"-"
"preserve this we may want other things than ev abs";"CODE"
"ev abs available for this device";"CODE"
"ask abs info keys to the devices";"-"
"read until the end";"CODE"
"extract each event";"-"
"extract timeval event infos";"-"
"dispatch all event from threads";"CODE"
"current state of unknown meaning";"-"
"normalized position and vector of the touch 0 to 1";"-"
"the area of the touch";"-"
"the following three define the ellipsoid of a finger";"CODE"
"global uid";"-"
"touches will be per devices";"-"
"lock needed to access on uid";"-"
"event queue to dispatch in main thread";"CODE"
"ok listing devices and attach";"-"
"create touch dict for this device";"CODE"
"start";"-"
"dispatch all event from threads";"CODE"
"i don t known how to stop it";"CODE"
"xxx create live touch we get one case that";"IRRE"
"the device announced by macosx don t match the device";"CODE"
"in mts callback";"IRRE"
"get pointer on data";"CODE"
"add this touch as an active touch";"TASK"
"extract identifier";"-"
"prepare argument position";"-"
"increment uid";"-"
"create a touch";"IRRE"
"create event";"IRRE"
"store touch";"-"
"check if he really moved";"IRRE"
"delete old touchs";"CODE"
"late binding";"-"
"don t overwrite previous profile";"CODE"
"create automatically touch on the surface";"IRRE"
"use same logic as windowbase on motion so we get correct";"CODE"
"coordinates when density 1";"CODE"
"split arguments";"-"
"trying to get if we currently have other touch than us";"CODE"
"discard touches generated from kinetic";"CODE"
"discard all kinetic touch";"-"
"not our instance stop mouse";"-"
"args append modifiers always adds modifiers";"CODE"
"only draw red circle if multitouch is not disabled and";"-"
"if the multitouch on demand feature is not enable";"TASK"
"because in that case we wait to see if multitouch sim";"CODE"
"is true or not before doing the multitouch";"CODE"
"divide by density because it s used by mouse pos";"-"
"alt just released";"-"
"special case if button is all";"META"
"then remove all the current touches";"-"
"registers";"-"
"devicename hidinput dev input eventxx";"CODE"
"example for inverting touch events";"CODE"
"documentation hack";"CODE"
"split arguments";"-"
"read filename";"CODE"
"read parameters";"IRRE"
"ensure it s a key value";"IRRE"
"ensure the key exist";"-"
"ensure the value";"IRRE"
"all good";"-"
"this can happen if we have a touch going on already at";"CODE"
"the start of the app";"-"
"except zerodivisionerror it s both in py2 and py3";"CODE"
"open mtdev device";"CODE"
"if e errno 13 permission denied";"-"
"prepare some vars to get limit of some component";"CODE"
"if device have disconnected lets try to connect";"CODE"
"input device is back online let s recreate device";"CODE"
"idle as much as we can";"-"
"got data read all without redoing idle";"CODE"
"set the working slot";"IRRE"
"fill the slot";"-"
"unrecognized command ignore";"CODE"
"push all changes";"-"
"dispatch all event from threads";"CODE"
"using mtdev";"-"
"using hidinput";"CODE"
"using mtdev with a match on name";"-"
"using hidinput with custom parameters to hidinput all on one line";"CODE"
"you can also match your wacom touchscreen";"-"
"and your wacom pen";"-"
"see linux input h";"CODE"
"hack to not return an instance of this provider";"CODE"
"ensure it s a key value";"IRRE"
"must ignore";"-"
"name tuio ip port";"-"
"you can also add a second tuio listener";"TASK"
"config set input source2 tuio 0 0 0 0 3334";"IRRE"
"then do the usual things";"CODE"
"create a class to handle the new tuio type path";"CODE"
"replace newpath with the pathname you want to handle";"CODE"
"in this method implement unpacking for the received";"CODE"
"arguments you basically translate from tuio args to kivy";"IRRE"
"motionevent variables if all you receive are x and y";"IRRE"
"values you can do it like this";"IRRE"
"register it with the tuio motionevent provider";"-"
"you obviously need to replace the path placeholders appropriately";"IRRE"
"read the queue with event";"CODE"
"queue is empty we re done for now";"CODE"
"verify commands";"CODE"
"move or create a new touch";"IRRE"
"new touch";"CODE"
"update a current touch";"CODE"
"alive event check for deleted touch";"CODE"
"touch up";"-"
"default argument for tuio touches";"CODE"
"fixme 3d shape are not supported";"-"
"registers";"-"
"check availability of registertouchwindow";"CODE"
"documentation hack";"CODE"
"it s a touch or a pen";"-"
"inject our own wndproc to handle messages";"-"
"before window manager does";"CODE"
"documentation hack";"CODE"
"get window handle and register to receive wm touch messages";"CODE"
"inject our own wndproc to handle messages";"-"
"before window manager does";"CODE"
"adjust x y to window coordinates 0 0 to 1 0";"IRRE"
"actually dispatch input";"META"
"we inject this wndproc into our main window to process";"CODE"
"wm touch and mouse messages before the window manager does";"CODE"
"this on pushes wm touch messages onto our event stack";"CODE"
"filter fake mouse events because touch and stylus";"IRRE"
"also make mouse events";"-"
"its a touch or a pen";"-"
"internals";"CODE"
"manually set the current window";"IRRE"
"generate a record filename";"-"
"elf record fd write recorder1 0 n";"TASK"
"needed for acting as an input provider";"CODE"
"if data 0 recorder1 0";"-"
"decompile data";"CODE"
"width of the rect";"-"
"height of the rect";"-"
"i press tab to list attributes of the app";"META"
"i root press tab to list attributes of the root widget";"META"
"app is boring attach a new widget";"CODE"
"the application is now blocked";"-"
"click on the screen several times";"CODE"
"the clicks will show up now";"CODE"
"erase artwork and start over";"-"
"mynewobject is unsafe";"CODE"
"mynewobject is now safe call at will";"IRRE"
"everything from this point on is just a series of thread safing proxy";"CODE"
"methods that make calls against ref and threadsafe whenever data will be";"IRRE"
"written to or if a method will be called safemembrane instances should";"IRRE"
"be unwrapped whenever passing them into the thread";"CODE"
"use type to determine if an object is a safemembrane while debugging";"CODE"
"proxy behavior starts after this is set before this point attaching";"CODE"
"widgets etc can only be done through the launcher s app attribute";"IRRE"
"act like the app instance even before ref is set";"IRRE"
"kivy 1 0";"-"
"content here";"-"
"syntax of a rule definition note that several rules can share the same";"IRRE"
"definition as in css note the braces they are part of the definition";"IRRE"
"definitions";"IRRE"
"definitions";"IRRE"
"syntax for creating a root widget";"CODE"
"definitions";"IRRE"
"syntax for creating a dynamic class";"CODE"
"definitions";"IRRE"
"syntax for creating a template";"CODE"
"definitions";"IRRE"
"with the braces it s a rule without them it s a root widget";"-"
"kivy 1 0";"-"
"or as an alternative syntax";"-"
